pts,improve,qtd_vizinhos_validos,tempo_execucao
954.75,False,82,12.51
954.75,False,86,13.53
954.75,False,88,13.66
954.75,False,85,13.11
954.75,False,87,13.46
954.75,False,82,12.7
954.75,False,85,13.17
954.75,False,84,12.99
954.75,False,87,13.47
954.75,False,97,14.91
954.75,False,86,13.24
954.75,False,83,13.02
954.75,False,86,13.32
954.75,False,81,12.53
954.75,False,83,14.06
954.75,False,86,14.0
954.75,False,85,13.43
954.75,False,82,13.89
954.75,False,86,13.84
954.75,False,84,15.33
954.75,False,78,15.99
954.75,False,82,17.65
954.75,False,83,14.13
954.75,False,91,15.05
954.75,False,88,14.8
954.75,False,89,15.21
954.75,False,79,13.51
954.75,False,82,13.94
954.75,False,85,14.58
954.75,False,78,17.83
954.75,False,81,17.8
954.75,False,91,17.23
954.75,False,86,15.19
954.75,False,76,13.21
954.75,False,88,16.34
954.75,False,83,15.94
954.75,False,80,15.73
954.75,False,83,17.47
954.75,False,85,18.52
954.75,False,87,17.57
954.75,False,89,17.97
954.75,False,83,16.11
954.75,False,84,15.64
954.75,False,83,14.08
954.75,False,85,14.74
954.75,False,84,14.69
954.75,False,82,14.21
954.75,False,85,14.88
954.75,False,82,15.2
954.75,False,78,13.83
954.75,False,82,14.26
954.75,False,89,15.28
954.75,False,75,12.59
954.75,False,82,13.65
954.75,False,87,14.34
954.75,False,84,13.98
954.75,False,84,13.79
954.75,False,93,15.38
954.75,False,85,14.26
954.75,False,87,14.58
954.75,False,86,14.31
954.75,False,91,15.16
954.75,False,84,13.94
954.75,False,81,13.47
954.75,False,88,14.68
954.75,False,88,14.72
954.75,False,87,14.66
954.75,False,90,15.04
954.75,False,86,14.1
954.75,False,87,14.75
954.75,False,90,15.02
954.75,False,87,14.6
954.75,False,85,14.28
954.75,False,87,15.12
954.75,False,85,14.75
954.75,False,90,15.2
954.75,False,81,13.44
954.75,False,85,14.23
954.75,False,87,14.49
954.75,False,79,13.08
954.75,False,84,13.93
954.75,False,83,13.66
954.75,False,79,12.98
954.75,False,85,14.14
954.75,False,92,15.39
955.25,True,82,13.49
955.25,False,56,9.3
955.25,False,66,11.23
955.25,False,59,9.82
955.25,False,61,10.08
955.25,False,67,11.27
955.25,False,59,9.94
955.25,False,60,10.08
955.25,False,60,10.06
955.25,False,65,10.93
955.25,False,60,9.85
955.25,False,61,10.07
955.25,False,66,11.01
955.25,False,61,10.08
955.25,False,59,9.88
955.25,False,63,10.5
955.75,True,60,10.02
955.75,False,21,3.48
955.75,False,30,5.08
955.75,False,24,4.1
955.75,False,20,3.36
955.75,False,22,3.82
955.75,False,24,4.06
955.75,False,26,4.47
955.75,False,22,3.68
955.75,False,22,3.83
955.75,False,28,4.62
955.75,False,21,3.68
955.75,False,21,3.48
955.75,False,21,3.66
955.75,False,22,3.72
955.75,False,20,3.46
955.75,False,15,2.68
955.75,False,24,3.99
955.75,False,22,3.82
955.75,False,21,3.61
955.75,False,22,3.76
955.75,False,26,4.35
955.75,False,19,3.32
955.75,False,18,3.2
955.75,False,18,3.02
955.75,False,19,3.34
955.75,False,26,4.71
955.75,False,25,5.2
955.75,False,20,4.92
955.75,False,20,4.78
955.75,False,23,4.71
955.75,False,16,3.15
955.75,False,18,3.45
955.75,False,27,5.04
955.75,False,19,3.4
955.75,False,15,2.69
955.75,False,27,4.65
955.75,False,19,3.31
955.75,False,21,3.66
955.75,False,23,4.06
955.75,False,22,3.9
955.75,False,23,4.07
955.75,False,22,3.9
955.75,False,17,2.98
955.75,False,27,4.64
955.75,False,27,4.56
955.75,False,19,3.25
955.75,False,17,2.92
955.75,False,20,3.42
955.75,False,17,3.04
955.75,False,22,3.92
955.75,False,20,3.58
955.75,False,19,3.4
955.75,False,28,4.81
955.75,False,17,3.0
955.75,False,18,3.14
955.75,False,22,3.81
955.75,False,24,4.15
955.75,False,26,4.37
955.75,False,18,3.06
955.75,False,20,3.42
955.75,False,22,3.76
955.75,False,24,4.15
955.75,False,21,3.64
955.75,False,20,3.47
955.75,False,17,3.0
955.75,False,17,2.97
955.75,False,19,3.3
955.75,False,24,4.16
955.75,False,20,3.48
955.75,False,23,3.98
955.75,False,24,4.07
955.75,False,16,2.74
955.75,False,28,4.68
955.75,False,22,3.74
955.75,False,17,2.98
955.75,False,22,3.81
955.75,False,26,4.47
955.75,False,17,2.99
955.75,False,17,2.98
955.75,False,24,4.14
955.75,False,20,3.4
955.75,False,24,4.03
955.75,False,19,3.24
955.75,False,22,3.73
955.75,False,22,3.71
955.75,False,26,4.38
955.75,False,29,4.95
955.75,False,19,3.32
955.75,False,22,3.93
955.75,False,17,2.98
955.75,False,29,5.08
955.75,False,24,4.29
955.75,False,22,3.96
955.75,False,28,5.0
955.75,False,20,3.71
955.75,False,22,4.05
955.75,False,24,4.34
955.75,False,24,4.44
955.75,False,21,3.94
955.75,False,20,3.71
955.75,False,17,3.26
955.75,False,22,4.02
955.75,False,27,4.71
955.75,False,22,3.82
955.75,False,21,3.71
955.75,False,20,3.53
955.75,False,23,3.93
955.75,False,20,3.47
955.75,False,21,3.66
955.75,False,10,1.83
955.75,False,16,2.88
955.75,False,23,4.09
955.75,False,19,3.42
955.75,False,19,3.44
955.75,False,22,4.0
955.75,False,24,4.4
955.75,False,26,4.87
955.75,False,17,3.18
955.75,False,24,4.4
955.75,False,20,3.58
955.75,False,19,3.4
955.75,False,21,3.82
955.75,False,28,5.1
955.75,False,19,3.52
955.75,False,22,4.19
955.75,False,24,4.54
955.75,False,23,4.53
955.75,False,22,4.41
955.75,False,22,4.15
955.75,False,27,4.91
955.75,False,20,3.77
955.75,False,26,4.87
955.75,False,26,4.64
955.75,False,20,3.53
955.75,False,22,3.9
955.75,False,21,3.83
955.75,False,20,3.65
955.75,False,23,4.18
955.75,False,21,3.79
955.75,False,19,3.43
955.75,False,25,4.41
955.75,False,19,3.33
955.75,False,12,2.23
955.75,False,23,4.12
955.75,False,20,3.57
955.75,False,21,3.74
955.75,False,20,3.51
955.75,False,19,3.42
955.75,False,15,2.73
955.75,False,34,6.04
955.75,False,17,3.16
955.75,False,25,4.52
955.75,False,19,3.46
955.75,False,28,4.92
955.75,False,22,3.95
955.75,False,23,4.16
955.75,False,23,4.14
955.75,False,24,4.43
955.75,False,22,4.07
955.75,False,18,3.38
955.75,False,17,3.14
955.75,False,24,4.29
955.75,False,18,3.32
955.75,False,23,4.23
955.75,False,20,3.82
955.75,False,24,4.5
955.75,False,14,2.61
955.75,False,22,3.93
955.75,False,22,3.9
955.75,False,19,3.31
955.75,False,25,4.32
955.75,False,19,3.32
955.75,False,24,4.21
955.75,False,24,4.23
955.75,False,24,4.17
955.75,False,17,2.98
955.75,False,17,2.86
955.75,False,28,4.59
955.75,False,19,3.29
955.75,False,15,2.64
955.75,False,20,3.36
955.75,False,19,3.22
955.75,False,18,3.01
955.75,False,17,2.88
955.75,False,16,2.73
955.75,False,24,4.11
955.75,False,21,3.66
955.75,False,20,3.37
955.75,False,23,3.87
955.75,False,20,3.31
955.75,False,24,4.07
955.75,False,29,4.81
955.75,False,23,3.85
955.75,False,17,2.82
955.75,False,23,3.62
955.75,False,21,3.52
955.75,False,27,4.36
955.75,False,28,4.43
955.75,False,24,3.69
955.75,False,25,3.96
955.75,False,21,3.36
955.75,False,29,4.48
955.75,False,24,3.8
955.75,False,21,3.76
955.75,False,21,3.57
955.75,False,16,2.61
955.75,False,25,3.85
955.75,False,24,3.7
955.75,False,19,2.96
955.75,False,21,3.3
955.75,False,27,4.11
955.75,False,21,3.3
955.75,False,25,3.86
955.75,False,23,3.55
955.75,False,20,3.09
955.75,False,22,3.36
955.75,False,21,3.21
955.75,False,20,3.05
955.75,False,23,3.67
955.75,False,21,3.27
955.75,False,22,3.41
955.75,False,16,2.61
955.75,False,23,3.53
955.75,False,18,2.79
955.75,False,16,2.52
955.75,False,14,2.28
955.75,False,28,4.28
955.75,False,25,4.1
955.75,False,18,2.97
955.75,False,21,3.52
955.75,False,14,2.21
955.75,False,19,3.21
955.75,False,19,3.2
955.75,False,22,3.43
955.75,False,24,3.78
955.75,False,20,3.2
955.75,False,22,3.45
955.75,False,22,3.44
955.75,False,22,3.47
955.75,False,18,2.87
955.75,False,22,3.56
955.75,False,21,3.7
955.75,False,23,3.72
955.75,False,23,3.58
955.75,False,18,2.84
955.75,False,19,3.01
955.75,False,17,2.71
955.75,False,20,3.11
955.75,False,20,3.22
955.75,False,15,2.45
955.75,False,29,4.37
955.75,False,22,3.37
955.75,False,29,4.36
955.75,False,20,3.09
955.75,False,22,3.34
955.75,False,17,2.67
955.75,False,22,3.35
955.75,False,21,3.23
955.75,False,21,3.21
955.75,False,27,4.05
955.75,False,24,3.67
955.75,False,20,3.06
955.75,False,21,3.21
955.75,False,24,3.66
955.75,False,16,2.47
955.75,False,21,3.34
955.75,False,20,3.17
955.75,False,19,3.14
955.75,False,28,4.27
955.75,False,26,4.0
955.75,False,18,2.78
955.75,False,24,3.7
955.75,False,27,4.14
955.75,False,22,3.41
955.75,False,18,2.8
955.75,False,17,2.7
955.75,False,15,2.34
955.75,False,27,4.09
955.75,False,19,2.92
955.75,False,19,2.94
955.75,False,19,2.93
955.75,False,18,2.8
955.75,False,17,2.68
955.75,False,21,3.21
955.75,False,22,3.38
955.75,False,23,3.6
955.75,False,14,2.18
955.75,False,20,3.08
955.75,False,25,3.83
955.75,False,34,5.12
955.75,False,20,3.07
955.75,False,31,4.75
955.75,False,13,2.05
955.75,False,24,3.74
955.75,False,17,2.89
955.75,False,21,3.46
955.75,False,25,4.0
955.75,False,23,3.82
955.75,False,23,3.7
955.75,False,22,3.62
955.75,False,20,3.11
955.75,False,23,3.58
955.75,False,23,3.61
955.75,False,25,3.84
955.75,False,21,3.23
955.75,False,21,3.25
955.75,False,27,4.11
955.75,False,27,4.1
955.75,False,19,2.98
955.75,False,25,3.82
955.75,False,23,3.52
955.75,False,16,2.53
955.75,False,25,3.92
955.75,False,27,4.2
955.75,False,21,3.22
955.75,False,24,3.68
955.75,False,17,2.74
955.75,False,22,3.67
955.75,False,21,3.36
955.75,False,25,4.01
955.75,False,22,3.37
955.75,False,23,3.54
955.75,False,25,3.83
955.75,False,24,3.83
955.75,False,14,2.31
955.75,False,22,3.47
955.75,False,19,3.0
955.75,False,20,3.11
955.75,False,21,3.31
955.75,False,17,2.83
955.75,False,25,3.88
955.75,False,23,3.74
955.75,False,24,3.77
955.75,False,22,3.39
955.75,False,9,1.48
955.75,False,23,3.53
955.75,False,23,3.54
955.75,False,18,2.79
955.75,False,29,4.61
955.75,False,22,3.49
955.75,False,22,3.38
955.75,False,25,3.86
955.75,False,28,4.3
955.75,False,30,4.63
955.75,False,21,3.25
955.75,False,18,2.83
955.75,False,28,4.36
955.75,False,14,2.33
955.75,False,19,2.92
955.75,False,17,2.67
955.75,False,26,3.94
955.75,False,23,3.65
955.75,False,15,2.37
955.75,False,25,3.84
955.75,False,21,3.26
955.75,False,24,3.76
955.75,False,21,3.37
955.75,False,23,3.61
955.75,False,26,4.05
955.75,False,22,3.47
955.75,False,15,2.42
955.75,False,19,3.19
955.75,False,19,3.11
955.75,False,21,3.39
955.75,False,20,3.21
955.75,False,23,3.84
955.75,False,24,3.88
955.75,False,22,3.56
955.75,False,30,4.81
955.75,False,22,3.68
955.75,False,18,2.97
955.75,False,25,4.06
955.75,False,19,3.29
955.75,False,18,2.96
955.75,False,22,3.66
955.75,False,22,3.67
955.75,False,24,4.08
955.75,False,28,4.73
955.75,False,16,2.65
955.75,False,20,3.24
955.75,False,24,3.87
955.75,False,24,3.77
955.75,False,19,2.97
955.75,False,16,2.57
955.75,False,23,3.94
955.75,False,17,2.97
955.75,False,27,4.25
955.75,False,27,4.12
955.75,False,18,2.82
955.75,False,24,3.72
955.75,False,24,3.69
955.75,False,23,3.52
955.75,False,27,4.27
955.75,False,27,4.16
955.75,False,27,4.12
955.75,False,26,4.17
955.75,False,26,4.19
955.75,False,20,3.32
955.75,False,21,3.45
955.75,False,27,4.42
955.75,False,19,3.08
955.75,False,24,3.95
955.75,False,23,3.73
955.75,False,34,5.45
955.75,False,24,3.86
955.75,False,17,2.73
955.75,False,29,4.49
955.75,False,24,3.71
955.75,False,25,3.84
955.75,False,25,4.07
955.75,False,26,4.24
955.75,False,17,2.84
955.75,False,24,3.85
955.75,False,21,3.38
955.75,False,32,5.12
955.75,False,19,2.95
955.75,False,20,3.1
955.75,False,28,4.31
955.75,False,19,2.93
955.75,False,19,2.97
955.75,False,16,2.51
955.75,False,19,3.03
955.75,False,23,3.53
955.75,False,14,2.19
955.75,False,23,3.58
955.75,False,25,3.81
955.75,False,15,2.34
955.75,False,25,3.84
955.75,False,16,2.49
955.75,False,23,3.51
955.75,False,25,3.87
955.75,False,23,3.53
955.75,False,21,3.2
955.75,False,21,3.26
955.75,False,19,2.95
955.75,False,24,3.68
955.75,False,28,4.26
955.75,False,27,4.19
955.75,False,22,3.46
955.75,False,28,4.27
955.75,False,33,4.99
955.75,False,19,2.95
955.75,False,24,3.71
955.75,False,23,3.53
955.75,False,18,2.79
955.75,False,15,2.36
955.75,False,20,3.09
955.75,False,22,3.39
955.75,False,18,2.78
955.75,False,20,3.1
955.75,False,26,3.98
955.75,False,25,3.8
955.75,False,24,3.68
955.75,False,19,2.93
955.75,False,26,3.94
955.75,False,25,3.88
955.75,False,16,2.53
955.75,False,18,2.78
955.75,False,25,3.82
955.75,False,17,2.66
955.75,False,21,3.23
955.75,False,33,5.02
955.75,False,17,2.67
955.75,False,19,2.95
955.75,False,19,2.95
955.75,False,17,2.67
955.75,False,20,3.09
955.75,False,29,4.42
955.75,False,24,3.71
955.75,False,26,4.02
955.75,False,20,3.18
955.75,False,29,4.42
955.75,False,24,3.69
955.75,False,22,3.41
955.75,False,17,2.66
955.75,False,26,3.97
955.75,False,19,2.94
955.75,False,23,3.5
955.75,False,20,3.1
955.75,False,18,2.79
955.75,False,24,3.72
955.75,False,19,2.93
955.75,False,15,2.39
955.75,False,21,3.27
955.75,False,23,3.5
955.75,False,22,3.38
955.75,False,18,2.8
955.75,False,21,3.23
955.75,False,21,3.23
955.75,False,25,3.85
955.75,False,23,3.52
955.75,False,18,2.81
955.75,False,21,3.25
955.75,False,16,2.51
955.75,False,26,3.95
955.75,False,20,3.12
955.75,False,20,3.19
955.75,False,23,3.56
955.75,False,19,2.97
955.75,False,16,2.6
955.75,False,22,3.44
955.75,False,26,4.03
955.75,False,23,3.53
955.75,False,18,2.96
955.75,False,28,4.39
955.75,False,22,3.4
955.75,False,15,2.37
955.75,False,20,3.11
955.75,False,26,4.13
955.75,False,28,4.29
955.75,False,17,2.69
955.75,False,17,2.64
955.75,False,16,2.5
955.75,False,21,3.28
955.75,False,23,3.51
955.75,False,23,3.62
955.75,False,24,3.77
955.75,False,19,3.01
955.75,False,29,4.44
955.75,False,22,3.61
955.75,False,22,3.42
955.75,False,24,3.74
955.75,False,22,3.56
955.75,False,26,4.15
955.75,False,22,3.49
955.75,False,22,3.42
955.75,False,27,4.37
955.75,False,18,2.93
955.75,False,25,3.9
955.75,False,24,3.84
955.75,False,23,3.63
955.75,False,15,2.35
955.75,False,16,2.49
955.75,False,21,3.26
955.75,False,15,2.36
955.75,False,16,2.57
955.75,False,15,2.53
955.75,False,22,3.57
955.75,False,28,4.36
955.75,False,25,3.9
955.75,False,28,4.26
955.75,False,18,2.81
955.75,False,14,2.28
955.75,False,24,3.79
955.75,False,27,4.41
955.75,False,30,4.85
955.75,False,31,4.73
955.75,False,19,3.07
955.75,False,24,3.7
955.75,False,23,3.6
955.75,False,24,3.74
955.75,False,23,3.64
955.75,False,23,3.7
955.75,False,22,3.54
955.75,False,24,3.79
955.75,False,17,2.8
955.75,False,22,3.48
955.75,False,19,3.08
955.75,False,26,4.23
955.75,False,31,5.03
955.75,False,15,2.45
955.75,False,22,3.61
955.75,False,22,3.62
955.75,False,26,4.23
955.75,False,25,3.88
955.75,False,22,3.44
955.75,False,29,4.58
955.75,False,27,4.15
955.75,False,19,3.0
955.75,False,24,3.78
955.75,False,19,2.97
955.75,False,26,3.99
955.75,False,24,4.04
955.75,False,19,3.09
955.75,False,28,4.74
955.75,False,25,4.03
955.75,False,19,2.93
955.75,False,23,3.64
955.75,False,21,3.47
955.75,False,26,3.98
955.75,False,20,3.1
955.75,False,27,4.13
955.75,False,24,3.87
955.75,False,20,3.37
955.75,False,20,3.17
955.75,False,19,3.14
955.75,False,23,3.73
955.75,False,26,4.16
955.75,False,19,3.04
955.75,False,27,4.13
955.75,False,20,3.16
955.75,False,19,3.04
955.75,False,25,4.1
955.75,False,22,3.48
955.75,False,18,2.97
955.75,False,26,4.06
955.75,False,17,2.81
955.75,False,24,3.67
955.75,False,13,2.18
955.75,False,20,3.31
955.75,False,21,3.47
955.75,False,19,3.26
955.75,False,21,3.43
955.75,False,23,3.67
955.75,False,22,3.63
955.75,False,17,2.75
955.75,False,22,3.43
955.75,False,23,3.56
955.75,False,25,3.89
955.75,False,30,4.54
955.75,False,18,2.94
955.75,False,18,2.95
955.75,False,17,2.72
955.75,False,20,3.12
955.75,False,24,3.69
955.75,False,31,4.76
955.75,False,24,3.72
955.75,False,21,3.26
955.75,False,23,3.59
955.75,False,13,2.12
955.75,False,26,4.08
955.75,False,20,3.15
955.75,False,27,4.17
955.75,False,20,3.24
955.75,False,27,4.27
955.75,False,28,4.4
955.75,False,24,3.72
955.75,False,19,3.0
955.75,False,16,2.56
955.75,False,25,3.89
955.75,False,18,2.82
955.75,False,17,2.86
955.75,False,21,3.38
955.75,False,26,4.0
955.75,False,20,3.09
955.75,False,23,3.6
955.75,False,23,3.56
955.75,False,20,3.25
955.75,False,24,3.76
955.75,False,13,2.25
955.75,False,26,4.13
955.75,False,24,4.0
955.75,False,16,2.66
955.75,False,32,5.31
955.75,False,18,3.02
955.75,False,23,3.75
955.75,False,26,4.14
955.75,False,28,4.33
955.75,False,27,4.3
955.75,False,19,3.02
955.75,False,19,3.2
955.75,False,18,2.94
955.75,False,15,2.38
955.75,False,21,3.51
955.75,False,24,3.87
955.75,False,21,3.46
955.75,False,23,3.63
955.75,False,21,3.24
955.75,False,24,3.81
955.75,False,19,3.08
955.75,False,25,4.11
955.75,False,25,4.07
955.75,False,25,3.97
955.75,False,19,2.98
955.75,False,20,3.16
955.75,False,25,3.94
955.75,False,20,3.28
955.75,False,23,3.63
955.75,False,17,2.74
955.75,False,10,1.64
955.75,False,28,4.33
955.75,False,23,3.61
955.75,False,23,3.82
955.75,False,18,2.98
955.75,False,22,3.78
955.75,False,24,3.88
955.75,False,20,3.19
955.75,False,22,3.4
955.75,False,20,3.14
955.75,False,23,3.65
955.75,False,22,3.48
955.75,False,21,3.26
955.75,False,22,3.39
955.75,False,22,3.36
955.75,False,21,3.26
955.75,False,26,3.98
955.75,False,19,2.93
955.75,False,19,2.97
955.75,False,19,2.94
955.75,False,11,1.76
955.75,False,17,2.74
955.75,False,23,3.69
955.75,False,26,4.23
955.75,False,23,3.68
955.75,False,22,3.6
955.75,False,21,3.33
955.75,False,20,3.18
955.75,False,19,3.03
955.75,False,22,3.61
955.75,False,23,3.63
955.75,False,13,2.12
955.75,False,23,3.8
955.75,False,23,3.63
955.75,False,18,2.95
955.75,False,17,2.82
955.75,False,19,3.09
955.75,False,19,3.07
955.75,False,16,2.67
955.75,False,22,3.6
955.75,False,22,3.7
955.75,False,25,4.06
955.75,False,17,2.67
955.75,False,18,2.88
955.75,False,26,4.16
955.75,False,22,3.48
955.75,False,26,4.0
955.75,False,20,3.22
955.75,False,19,2.99
955.75,False,23,3.59
955.75,False,25,3.95
955.75,False,18,2.88
955.75,False,18,2.88
955.75,False,28,4.42
955.75,False,20,3.27
955.75,False,15,2.47
955.75,False,16,2.54
955.75,False,14,2.22
955.75,False,18,2.84
955.75,False,20,3.17
955.75,False,23,3.64
955.75,False,14,2.52
955.75,False,15,2.5
955.75,False,20,3.29
955.75,False,24,3.94
955.75,False,22,3.39
955.75,False,18,2.87
955.75,False,25,4.03
955.75,False,20,3.09
955.75,False,14,2.24
955.75,False,22,3.53
955.75,False,23,3.78
955.75,False,24,3.98
955.75,False,25,4.04
955.75,False,25,4.09
955.75,False,13,2.09
955.75,False,19,3.19
955.75,False,19,3.03
955.75,False,22,3.52
