pts,improve,qtd_vizinhos_validos,tempo_execucao
949.75,False,3,0.64
949.75,False,3,0.65
949.75,False,7,1.29
949.75,False,6,1.11
949.75,False,1,0.33
949.75,False,4,0.78
949.75,False,7,1.26
949.75,False,6,1.11
949.75,False,3,0.63
949.75,False,6,1.11
949.75,False,3,0.63
949.75,False,8,1.41
949.75,False,3,0.64
949.75,False,4,0.79
949.75,False,5,0.95
949.75,False,6,1.14
949.75,False,5,0.95
949.75,False,3,0.63
949.75,False,5,0.95
949.75,False,11,1.88
949.75,False,2,0.47
949.75,False,5,0.95
949.75,False,7,1.27
949.75,False,5,0.95
949.75,False,6,1.14
949.75,False,5,0.96
949.75,False,5,0.97
949.75,False,2,0.48
949.75,False,9,1.6
949.75,False,1,0.33
949.75,False,6,1.12
949.75,False,5,0.96
949.75,False,4,0.8
949.75,False,6,1.15
949.75,False,5,0.97
949.75,False,1,0.32
949.75,False,5,0.95
949.75,False,3,0.64
949.75,False,5,0.96
949.75,False,1,0.32
949.75,False,3,0.65
949.75,False,5,0.96
949.75,False,5,0.96
949.75,False,3,0.64
949.75,False,4,0.8
949.75,False,2,0.48
949.75,False,5,0.98
949.75,False,7,1.28
949.75,False,8,1.43
949.75,False,5,0.96
949.75,False,5,0.96
949.75,False,3,0.66
949.75,False,3,0.64
949.75,False,8,1.44
949.75,False,1,0.32
949.75,False,1,0.32
949.75,False,9,1.6
949.75,False,8,1.46
949.75,False,2,0.48
949.75,False,3,0.64
949.75,False,8,1.44
949.75,False,6,1.11
949.75,False,2,0.49
949.75,False,3,0.63
949.75,False,2,0.48
949.75,False,2,0.47
949.75,False,2,0.5
949.75,False,6,1.12
949.75,False,7,1.29
949.75,False,2,0.49
949.75,False,1,0.31
949.75,False,4,0.8
949.75,False,3,0.63
949.75,False,8,1.44
949.75,False,3,0.63
949.75,False,9,1.6
949.75,False,7,1.26
949.75,False,2,0.49
949.75,False,5,1.01
949.75,False,7,1.26
949.75,False,2,0.51
949.75,False,5,0.96
949.75,False,2,0.48
949.75,False,1,0.32
949.75,False,2,0.48
949.75,False,1,0.34
949.75,False,8,1.45
949.75,False,3,0.67
949.75,False,4,0.82
949.75,False,3,0.64
949.75,False,7,1.27
949.75,False,4,0.8
949.75,False,7,1.27
949.75,False,3,0.67
949.75,False,4,0.8
949.75,False,2,0.51
949.75,False,8,1.46
949.75,False,2,0.51
949.75,False,4,0.86
949.75,False,4,0.89
949.75,False,5,1.01
949.75,False,4,0.83
949.75,False,2,0.5
949.75,False,2,0.51
949.75,False,5,1.01
949.75,False,7,1.38
949.75,False,7,1.42
949.75,False,9,1.79
949.75,False,6,1.26
949.75,False,2,0.56
949.75,False,7,1.5
949.75,False,2,0.58
949.75,False,6,1.33
949.75,False,5,1.16
949.75,False,3,0.78
949.75,False,6,1.39
949.75,False,4,1.0
949.75,False,10,2.37
949.75,False,4,1.03
949.75,False,3,0.82
949.75,False,8,1.84
949.75,False,2,0.64
949.75,False,2,0.64
949.75,False,5,1.23
949.75,False,7,1.64
949.75,False,6,1.43
949.75,False,3,0.83
949.75,False,3,0.86
949.75,False,0,0.01
949.75,False,12,2.78
949.75,False,6,1.45
949.75,False,6,1.44
949.75,False,4,1.02
949.75,False,6,1.39
949.75,False,5,1.2
949.75,False,1,0.41
949.75,False,7,1.56
949.75,False,8,1.74
949.75,False,5,1.15
949.75,False,2,0.58
949.75,False,3,0.76
949.75,False,4,0.92
949.75,False,11,2.24
949.75,False,5,1.11
949.75,False,4,0.93
949.75,False,4,0.93
949.75,False,4,0.93
949.75,False,4,0.93
949.75,False,8,1.67
949.75,False,5,1.13
949.75,False,6,1.33
949.75,False,4,0.95
949.75,False,4,0.94
949.75,False,4,0.94
952.25,True,3,0.75
952.25,False,1,0.38
952.25,False,4,0.93
952.25,False,3,0.72
952.25,False,1,0.37
952.25,False,1,0.36
952.25,False,2,0.55
952.25,False,1,0.37
952.25,False,1,0.36
952.25,False,1,0.37
952.25,False,4,0.9
952.25,False,3,0.73
952.25,False,3,0.72
952.25,False,2,0.55
952.25,False,1,0.36
952.25,False,3,0.73
952.25,False,1,0.36
952.25,False,1,0.37
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,2,0.55
952.25,False,1,0.36
952.25,False,2,0.54
952.25,False,2,0.54
952.25,False,4,0.93
952.25,False,1,0.37
952.25,False,5,1.09
952.25,False,0,0.01
952.25,False,3,0.72
952.25,False,2,0.54
952.25,False,1,0.36
952.25,False,2,0.55
952.25,False,0,0.01
952.25,False,2,0.54
952.25,False,2,0.55
952.25,False,0,0.01
952.25,False,1,0.37
952.25,False,2,0.55
952.25,False,1,0.37
952.25,False,1,0.37
952.25,False,1,0.36
952.25,False,1,0.37
952.25,False,0,0.01
952.25,False,1,0.37
952.25,False,4,0.91
952.25,False,1,0.36
952.25,False,1,0.37
952.25,False,0,0.01
952.25,False,4,0.9
952.25,False,2,0.55
952.25,False,7,1.45
952.25,False,2,0.55
952.25,False,3,0.73
952.25,False,1,0.36
952.25,False,1,0.36
952.25,False,2,0.55
952.25,False,0,0.01
952.25,False,2,0.54
952.25,False,1,0.37
952.25,False,2,0.54
952.25,False,2,0.56
952.25,False,2,0.55
952.25,False,4,0.92
952.25,False,0,0.01
952.25,False,2,0.55
952.25,False,0,0.01
952.25,False,1,0.36
952.25,False,2,0.56
952.25,False,1,0.37
952.25,False,3,0.73
952.25,False,2,0.55
952.25,False,1,0.37
952.25,False,1,0.38
952.25,False,0,0.01
952.25,False,1,0.38
952.25,False,1,0.37
952.25,False,0,0.01
952.25,False,5,1.12
952.25,False,2,0.58
952.25,False,1,0.43
952.25,False,4,1.1
952.25,False,2,0.59
952.25,False,1,0.41
952.25,False,4,1.11
952.25,False,2,0.67
952.25,False,1,0.46
952.25,False,1,0.45
952.25,False,1,0.45
952.25,False,3,0.84
952.25,False,2,0.64
952.25,False,2,0.65
952.25,False,5,1.32
952.25,False,0,0.01
952.25,False,3,0.91
952.25,False,0,0.01
952.25,False,3,0.81
952.25,False,3,0.89
952.25,False,2,0.65
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,1,0.47
952.25,False,2,0.69
952.25,False,2,0.62
952.25,False,1,0.42
952.25,False,1,0.43
952.25,False,5,1.23
952.25,False,2,0.64
952.25,False,0,0.01
952.25,False,3,0.83
952.25,False,3,0.8
952.25,False,1,0.4
952.25,False,2,0.59
952.25,False,3,0.8
952.25,False,2,0.58
952.25,False,2,0.58
952.25,False,1,0.39
952.25,False,0,0.01
952.25,False,2,0.58
952.25,False,3,0.78
952.25,False,2,0.58
952.25,False,2,0.58
952.25,False,0,0.01
952.25,False,2,0.58
952.25,False,2,0.58
952.25,False,3,0.78
952.25,False,1,0.39
952.25,False,4,0.97
952.25,False,1,0.39
952.25,False,1,0.4
952.25,False,1,0.39
952.25,False,4,0.96
952.25,False,1,0.37
952.25,False,2,0.56
952.25,False,4,0.93
952.25,False,1,0.37
952.25,False,1,0.4
952.25,False,1,0.41
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,4,0.98
952.25,False,2,0.58
952.25,False,4,1.02
952.25,False,0,0.01
952.25,False,1,0.39
952.25,False,1,0.39
952.25,False,2,0.6
952.25,False,1,0.39
952.25,False,0,0.01
952.25,False,2,0.58
952.25,False,1,0.38
952.25,False,0,0.01
952.25,False,2,0.6
952.25,False,0,0.01
952.25,False,2,0.57
952.25,False,0,0.01
952.25,False,1,0.38
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,2,0.57
952.25,False,4,0.99
952.25,False,2,0.6
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,1,0.38
952.25,False,3,0.76
952.25,False,0,0.01
952.25,False,2,0.58
952.25,False,1,0.38
952.25,False,2,0.57
952.25,False,3,0.77
952.25,False,2,0.57
952.25,False,3,0.76
952.25,False,2,0.57
952.25,False,3,0.77
952.25,False,2,0.57
952.25,False,0,0.01
952.25,False,1,0.39
952.25,False,2,0.58
952.25,False,1,0.39
952.25,False,1,0.38
952.25,False,1,0.39
952.25,False,3,0.88
952.25,False,3,0.83
952.25,False,1,0.47
952.25,False,2,0.71
952.25,False,4,1.05
952.25,False,2,0.65
952.25,False,3,0.85
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,2,0.72
952.25,False,1,0.42
952.25,False,1,0.44
952.25,False,1,0.45
952.25,False,3,0.85
952.25,False,2,0.63
952.25,False,5,1.36
952.25,False,4,1.2
952.25,False,1,0.44
952.25,False,2,0.68
952.25,False,1,0.44
952.25,False,2,0.68
952.25,False,1,0.45
952.25,False,1,0.46
952.25,False,2,0.68
952.25,False,2,0.74
952.25,False,2,0.72
952.25,False,1,0.48
952.25,False,2,0.69
952.25,False,3,0.89
952.25,False,1,0.44
952.25,False,1,0.45
952.25,False,1,0.45
952.25,False,5,1.31
952.25,False,0,0.01
952.25,False,1,0.48
952.25,False,0,0.01
952.25,False,2,0.7
952.25,False,1,0.45
952.25,False,1,0.45
952.25,False,1,0.46
952.25,False,0,0.01
952.25,False,2,0.67
952.25,False,1,0.45
952.25,False,2,0.67
952.25,False,2,0.68
952.25,False,1,0.44
952.25,False,2,0.65
952.25,False,5,1.31
952.25,False,2,0.64
952.25,False,1,0.43
952.25,False,0,0.01
952.25,False,2,0.64
952.25,False,5,1.29
952.25,False,3,0.86
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,3,0.84
952.25,False,1,0.43
952.25,False,3,0.86
952.25,False,3,0.83
952.25,False,1,0.44
952.25,False,1,0.42
952.25,False,5,1.27
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,3,0.84
952.25,False,2,0.63
952.25,False,3,0.85
952.25,False,3,0.83
952.25,False,1,0.41
952.25,False,0,0.01
952.25,False,1,0.41
952.25,False,3,0.81
952.25,False,3,0.81
952.25,False,1,0.42
952.25,False,0,0.01
952.25,False,1,0.4
952.25,False,1,0.41
952.25,False,1,0.42
952.25,False,3,0.81
952.25,False,1,0.43
952.25,False,3,0.83
952.25,False,2,0.62
952.25,False,1,0.42
952.25,False,1,0.41
952.25,False,1,0.41
952.25,False,0,0.01
952.25,False,2,0.63
952.25,False,2,0.63
952.25,False,1,0.41
952.25,False,0,0.01
952.25,False,2,0.63
952.25,False,0,0.01
952.25,False,1,0.41
952.25,False,2,0.65
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,1,0.43
952.25,False,4,1.05
952.25,False,0,0.01
952.25,False,4,1.05
952.25,False,2,0.64
952.25,False,2,0.63
952.25,False,2,0.64
952.25,False,0,0.01
952.25,False,3,0.85
952.25,False,1,0.43
952.25,False,3,0.85
952.25,False,4,1.06
952.25,False,1,0.44
952.25,False,3,0.85
952.25,False,1,0.42
952.25,False,2,0.65
952.25,False,3,0.86
952.25,False,1,0.46
952.25,False,0,0.01
952.25,False,3,0.86
952.25,False,1,0.43
952.25,False,3,0.84
952.25,False,1,0.44
952.25,False,0,0.01
952.25,False,2,0.64
952.25,False,2,0.63
952.25,False,4,1.03
952.25,False,5,1.54
952.25,False,0,0.01
952.25,False,1,0.5
952.25,False,3,1.0
952.25,False,1,0.5
952.25,False,1,0.49
952.25,False,1,0.47
952.25,False,1,0.49
952.25,False,4,1.19
952.25,False,3,0.91
952.25,False,0,0.01
952.25,False,3,0.9
952.25,False,1,0.48
952.25,False,1,0.46
952.25,False,3,0.99
952.25,False,4,1.23
952.25,False,2,0.69
952.25,False,1,0.48
952.25,False,1,0.46
952.25,False,3,0.96
952.25,False,0,0.01
952.25,False,1,0.57
952.25,False,0,0.01
952.25,False,4,1.16
952.25,False,2,0.67
952.25,False,2,0.63
952.25,False,1,0.43
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,3,0.9
952.25,False,2,0.65
952.25,False,2,0.67
952.25,False,3,0.86
952.25,False,1,0.44
952.25,False,3,0.86
952.25,False,3,0.83
952.25,False,1,0.42
952.25,False,3,0.82
952.25,False,3,0.87
952.25,False,1,0.42
952.25,False,2,0.63
952.25,False,2,0.66
952.25,False,1,0.42
952.25,False,2,0.62
952.25,False,0,0.01
952.25,False,4,1.02
952.25,False,2,0.61
952.25,False,3,0.85
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,2,0.66
952.25,False,0,0.01
952.25,False,5,1.47
952.25,False,3,0.94
952.25,False,4,1.02
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,2,0.62
952.25,False,2,0.61
952.25,False,1,0.41
952.25,False,1,0.43
952.25,False,2,0.64
952.25,False,2,0.61
952.25,False,4,1.06
952.25,False,3,0.82
952.25,False,2,0.61
952.25,False,1,0.41
952.25,False,1,0.41
952.25,False,1,0.41
952.25,False,1,0.41
952.25,False,3,0.8
952.25,False,4,1.01
952.25,False,0,0.01
952.25,False,1,0.4
952.25,False,3,0.81
952.25,False,2,0.62
952.25,False,3,0.88
952.25,False,3,0.84
952.25,False,3,0.85
952.25,False,3,0.82
952.25,False,0,0.01
952.25,False,1,0.4
952.25,False,1,0.4
952.25,False,3,0.79
952.25,False,0,0.01
952.25,False,1,0.42
952.25,False,3,0.81
952.25,False,4,1.01
952.25,False,1,0.42
952.25,False,3,0.83
952.25,False,1,0.4
952.25,False,3,0.81
952.25,False,3,0.79
952.25,False,0,0.01
952.25,False,3,0.77
952.25,False,4,0.97
952.25,False,1,0.4
952.25,False,1,0.38
952.25,False,2,0.57
952.25,False,2,0.58
952.25,False,3,0.76
952.25,False,2,0.56
952.25,False,1,0.38
952.25,False,0,0.01
952.25,False,5,1.29
952.25,False,1,0.37
952.25,False,4,0.99
952.25,False,1,0.43
952.25,False,1,0.43
952.25,False,2,0.62
952.25,False,1,0.43
952.25,False,3,0.83
952.25,False,2,0.62
952.25,False,4,1.03
952.25,False,4,1.05
952.25,False,1,0.49
952.25,False,2,0.72
952.25,False,0,0.01
952.25,False,3,0.9
952.25,False,2,0.62
952.25,False,2,0.65
952.25,False,4,1.09
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,3,0.86
952.25,False,4,1.13
952.25,False,4,1.15
952.25,False,2,0.67
952.25,False,4,1.06
952.25,False,0,0.01
952.25,False,1,0.42
952.25,False,4,1.05
952.25,False,1,0.44
952.25,False,1,0.48
952.25,False,0,0.01
952.25,False,1,0.47
952.25,False,3,0.83
952.25,False,2,0.64
952.25,False,2,0.7
952.25,False,2,0.66
952.25,False,3,0.86
952.25,False,1,0.45
952.25,False,3,0.93
952.25,False,1,0.43
952.25,False,1,0.4
952.25,False,2,0.61
952.25,False,0,0.01
952.25,False,2,0.66
952.25,False,0,0.01
952.25,False,2,0.69
952.25,False,1,0.45
952.25,False,2,0.64
952.25,False,4,1.0
952.25,False,0,0.01
952.25,False,1,0.4
952.25,False,2,0.61
952.25,False,6,1.4
952.25,False,2,0.61
952.25,False,4,1.01
952.25,False,2,0.64
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,1,0.41
952.25,False,2,0.58
952.25,False,1,0.39
952.25,False,0,0.01
952.25,False,2,0.59
952.25,False,1,0.38
952.25,False,1,0.38
952.25,False,1,0.38
952.25,False,1,0.38
952.25,False,2,0.57
952.25,False,2,0.57
952.25,False,3,0.79
952.25,False,3,0.78
952.25,False,5,1.15
952.25,False,1,0.39
952.25,False,1,0.38
952.25,False,3,0.9
952.25,False,1,0.39
952.25,False,3,0.79
952.25,False,4,0.98
952.25,False,3,0.79
952.25,False,0,0.01
952.25,False,1,0.4
952.25,False,0,0.01
952.25,False,2,0.59
952.25,False,3,0.76
952.25,False,0,0.01
952.25,False,2,0.58
952.25,False,1,0.39
952.25,False,2,0.62
952.25,False,0,0.01
952.25,False,3,0.8
952.25,False,4,1.0
952.25,False,0,0.01
952.25,False,2,0.61
952.25,False,0,0.01
952.25,False,2,0.6
952.25,False,5,1.18
952.25,False,0,0.01
952.25,False,2,0.61
952.25,False,1,0.41
952.25,False,1,0.4
952.25,False,2,0.6
952.25,False,0,0.01
952.25,False,1,0.42
952.25,False,6,1.41
952.25,False,1,0.4
952.25,False,1,0.42
952.25,False,3,0.85
952.25,False,1,0.4
952.25,False,3,0.78
952.25,False,2,0.59
952.25,False,1,0.4
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,2,0.59
952.25,False,3,0.8
952.25,False,2,0.64
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,3,0.8
952.25,False,2,0.61
952.25,False,1,0.41
952.25,False,3,0.8
952.25,False,0,0.01
952.25,False,2,0.61
952.25,False,3,0.81
952.25,False,1,0.42
952.25,False,3,0.82
952.25,False,2,0.62
952.25,False,2,0.61
952.25,False,2,0.61
952.25,False,2,0.61
952.25,False,2,0.7
952.25,False,3,0.89
952.25,False,0,0.01
952.25,False,2,0.66
952.25,False,2,0.68
952.25,False,2,0.69
952.25,False,1,0.45
952.25,False,0,0.01
952.25,False,1,0.45
952.25,False,0,0.01
952.25,False,3,0.89
952.25,False,2,0.67
952.25,False,5,1.35
952.25,False,2,0.73
952.25,False,0,0.01
952.25,False,1,0.49
952.25,False,2,0.7
952.25,False,1,0.47
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,2,0.68
952.25,False,2,0.69
952.25,False,0,0.01
952.25,False,1,0.45
952.25,False,1,0.45
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,1,0.46
952.25,False,2,0.7
952.25,False,2,0.64
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,1,0.43
952.25,False,3,0.85
952.25,False,2,0.64
952.25,False,0,0.01
952.25,False,2,0.64
952.25,False,4,1.03
952.25,False,2,0.64
952.25,False,0,0.01
952.25,False,2,0.63
952.25,False,1,0.43
952.25,False,1,0.42
952.25,False,0,0.01
952.25,False,1,0.4
952.25,False,1,0.41
952.25,False,2,0.61
952.25,False,1,0.41
952.25,False,0,0.01
952.25,False,2,0.63
952.25,False,2,0.64
952.25,False,2,0.63
952.25,False,2,0.63
952.25,False,2,0.64
952.25,False,4,1.04
952.25,False,5,1.26
952.25,False,4,1.02
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,1,0.43
952.25,False,1,0.42
952.25,False,2,0.63
952.25,False,1,0.42
952.25,False,1,0.42
952.25,False,5,1.3
952.25,False,2,0.63
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,2,0.62
952.25,False,1,0.42
952.25,False,0,0.01
952.25,False,1,0.42
952.25,False,3,0.86
952.25,False,0,0.01
952.25,False,1,0.42
952.25,False,2,0.63
952.25,False,1,0.41
952.25,False,1,0.42
952.25,False,1,0.42
952.25,False,2,0.63
952.25,False,0,0.01
952.25,False,1,0.41
952.25,False,0,0.01
952.25,False,3,0.8
952.25,False,1,0.41
952.25,False,0,0.01
952.25,False,2,0.64
952.25,False,0,0.01
952.25,False,1,0.45
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,4,1.02
952.25,False,2,0.61
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,3,0.8
952.25,False,1,0.42
952.25,False,2,0.64
952.25,False,2,0.64
952.25,False,0,0.01
952.25,False,4,1.04
952.25,False,4,1.03
952.25,False,0,0.01
952.25,False,0,0.01
952.25,False,1,0.41
952.25,False,0,0.01
952.25,False,2,0.62
952.25,False,2,0.62
952.25,False,1,0.41
952.25,False,0,0.01
952.25,False,3,0.94
952.25,False,1,0.44
952.25,False,3,0.87
952.25,False,0,0.01
952.25,False,2,0.62
952.25,False,1,0.41
952.25,False,5,1.21
952.25,False,0,0.01
952.25,False,1,0.42
952.25,False,1,0.41
952.25,False,1,0.41
952.25,False,2,0.6
952.25,False,1,0.42
952.25,False,1,0.41
952.25,False,2,0.61
