iter,obj,aug_obj,return,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
35,0.010327,0.01032675,0.010477656952599999,100,1000,0.1,0.001,1,5,best,,best
36,0.009119,0.00911894,0.010485228567000002,100,1000,0.1,0.001,1,5,best,,best
37,0.008774,0.00877403,0.010499250085,100,1000,0.1,0.001,1,5,best,,best
38,0.008462,0.00846171,0.010511902636000003,100,1000,0.1,0.001,1,5,best,,best
39,0.008462,0.00846171,0.010511902636000003,100,1000,0.1,0.001,1,5,best,,best
40,0.008462,0.00846171,0.010511902636000003,100,1000,0.1,0.001,1,5,best,,best
41,0.008462,0.00846171,0.010511902636000003,100,1000,0.1,0.001,1,5,best,,best
42,0.008462,0.00846171,0.010511902636000003,100,1000,0.1,0.001,1,5,best,,best
43,0.008462,0.00846171,0.010511902636000003,100,1000,0.1,0.001,1,5,best,,best
44,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
45,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
46,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
47,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
48,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
49,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
50,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
51,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
52,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
53,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
54,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
55,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
56,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
57,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
58,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
59,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
60,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
61,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
62,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
63,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
64,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
65,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
66,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
67,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
68,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
69,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
70,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
71,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
72,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
73,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
74,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
75,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
76,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
77,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
78,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
79,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
80,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
81,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
82,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
83,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
84,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
85,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
86,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
87,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
88,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
89,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
90,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
91,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
92,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
93,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
94,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
95,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
96,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
97,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
98,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
99,0.007774,0.00777423,0.010544719523999999,100,1000,0.1,0.001,1,5,best,,best
