iter,obj,aug_obj,return,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
63,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
64,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
65,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
66,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
67,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
68,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
69,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
70,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
71,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
72,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
73,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
74,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
75,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
76,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
77,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
78,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
79,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
80,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
81,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
82,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
83,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
84,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
85,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
86,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
87,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
88,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
89,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
90,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
91,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
92,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
93,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
94,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
95,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
96,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
97,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
98,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
99,0.0073,0.00729999,0.002475262036,100,1000,0.1,0.001,1,5,best,,best
