iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z,gls_iter,gls_improve
13,iDR,False,0.011497450160326427,0.007020599831299999,5,5,100,90,0.053379,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.9587672199999999, 0.01, 0.010031, 0.010031]","[4, 8, 21, 25, 27]",0,False
14,iDR,False,0.011497450160326427,0.007020599831299999,5,5,100,89,0.054395,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.9587672199999999, 0.01, 0.010031, 0.010031]","[4, 8, 21, 25, 27]",0,False
0,TID,True,0.012346769498516652,0.007020599831299999,5,5,100,84,0.054929,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.9587672199999999, 0.01, 0.010031, 0.010031]","[4, 8, 21, 25, 27]",1,False
1,TID,True,0.012338763294267138,0.006914769831299999,5,5,100,88,0.054792,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",1,False
2,iDR,False,0.012338763294267138,0.006914769831299999,5,5,100,82,0.05922,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",1,False
3,iDR,False,0.012338763294267138,0.006914769831299999,5,5,100,89,0.053144,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",1,False
4,iDR,False,0.012338763294267138,0.006914769831299999,5,5,100,90,0.054251,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",1,False
5,iDR,False,0.012338763294267138,0.006914769831299999,5,5,100,94,0.054122,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",1,False
6,iDR,False,0.012338763294267138,0.006914769831299999,5,5,100,93,0.055205,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",1,False
7,iDR,False,0.012338763294267138,0.006914769831299999,5,5,100,88,0.053554,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",1,False
8,iDR,False,0.012338763294267138,0.006914769831299999,5,5,100,89,0.053545,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",1,False
9,iDR,False,0.012338763294267138,0.006914769831299999,5,5,100,90,0.06537,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",1,False
10,iDR,False,0.012338763294267138,0.006914769831299999,5,5,100,88,0.063723,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",1,False
11,iDR,False,0.012338763294267138,0.006914769831299999,5,5,100,91,0.059972,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",1,False
12,iDR,False,0.012338763294267138,0.006914769831299999,5,5,100,85,0.057187,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",1,False
0,TID,True,0.013196088836706876,0.007020599831299999,5,5,100,88,0.060484,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.9587672199999999, 0.01, 0.010031, 0.010031]","[4, 8, 21, 25, 27]",2,False
1,TID,True,0.013037258217148405,0.006931879831299999,5,5,100,94,0.056734,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.010031, 0.010031, 0.01]","[8, 21, 25, 27, 29]",2,False
2,iDR,False,0.013037258217148405,0.006931879831299999,5,5,100,87,0.056641,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.010031, 0.010031, 0.01]","[8, 21, 25, 27, 29]",2,False
3,iDR,False,0.013037258217148405,0.006931879831299999,5,5,100,90,0.055035,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.010031, 0.010031, 0.01]","[8, 21, 25, 27, 29]",2,False
4,iDR,False,0.013037258217148405,0.006931879831299999,5,5,100,88,0.056417,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.010031, 0.010031, 0.01]","[8, 21, 25, 27, 29]",2,False
5,TID,True,0.012975752797909806,0.006914769831299999,5,5,100,90,0.060858,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",2,False
6,iDR,False,0.012975752797909806,0.006914769831299999,5,5,100,88,0.056087,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",2,False
7,iDR,False,0.012975752797909806,0.006914769831299999,5,5,100,92,0.06008,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",2,False
8,iDR,False,0.012975752797909806,0.006914769831299999,5,5,100,92,0.056624,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",2,False
9,iDR,False,0.012975752797909806,0.006914769831299999,5,5,100,91,0.057574,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",2,False
10,iDR,False,0.012975752797909806,0.006914769831299999,5,5,100,93,0.055571,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",2,False
11,iDR,False,0.012975752797909806,0.006914769831299999,5,5,100,91,0.056992,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",2,False
12,iDR,False,0.012975752797909806,0.006914769831299999,5,5,100,94,0.054949,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",2,False
13,iDR,False,0.012975752797909806,0.006914769831299999,5,5,100,92,0.057701,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",2,False
14,iDR,False,0.012975752797909806,0.006914769831299999,5,5,100,91,0.062387,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",2,False
15,iDR,False,0.012975752797909806,0.006914769831299999,5,5,100,93,0.057988,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",2,False
16,iDR,False,0.012975752797909806,0.006914769831299999,5,5,100,88,0.05703,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",2,False
0,TID,True,0.014371894324268697,0.007014899831299999,5,5,100,79,0.055578,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.9587672199999999, 0.010031, 0.010031]","[0, 4, 8, 25, 27]",3,False
1,TID,True,0.013847178640579676,0.006925039831299999,5,5,100,87,0.059362,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.9587672199999999, 0.01, 0.010031, 0.010031]","[0, 8, 21, 25, 27]",3,False
2,TID,True,0.013612742301552475,0.006914769831299999,5,5,100,88,0.054615,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",3,False
3,iDR,False,0.013612742301552475,0.006914769831299999,5,5,100,84,0.055684,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",3,False
4,iDR,False,0.013612742301552475,0.006914769831299999,5,5,100,92,0.055194,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",3,False
5,iDR,False,0.013612742301552475,0.006914769831299999,5,5,100,88,0.060142,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",3,False
6,iDR,False,0.013612742301552475,0.006914769831299999,5,5,100,94,0.055789,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",3,False
7,iDR,False,0.013612742301552475,0.006914769831299999,5,5,100,94,0.058617,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",3,False
8,iDR,False,0.013612742301552475,0.006914769831299999,5,5,100,89,0.060836,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",3,False
9,iDR,False,0.013612742301552475,0.006914769831299999,5,5,100,80,0.063902,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",3,False
10,iDR,False,0.013612742301552475,0.006914769831299999,5,5,100,89,0.061399,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",3,False
11,iDR,False,0.013612742301552475,0.006914769831299999,5,5,100,94,0.059768,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",3,False
12,iDR,False,0.013612742301552475,0.006914769831299999,5,5,100,89,0.055174,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",3,False
13,iDR,False,0.013612742301552475,0.006914769831299999,5,5,100,86,0.058877,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",3,False
0,TID,True,0.015265638375300723,0.007025609831299999,5,5,100,92,0.057954,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.9587672199999999, 0.010031, 0.010031, 0.01]","[4, 8, 25, 27, 30]",4,False
1,TID,True,0.01454517625706414,0.006935749831299999,5,5,100,86,0.055049,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.010031, 0.010031, 0.01]","[8, 21, 25, 27, 30]",4,False
2,iDR,False,0.01454517625706414,0.006935749831299999,5,5,100,93,0.055304,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.010031, 0.010031, 0.01]","[8, 21, 25, 27, 30]",4,False
3,TID,True,0.01431123722443374,0.006931879831299999,5,5,100,91,0.056346,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.010031, 0.010031, 0.01]","[8, 21, 25, 27, 29]",4,False
4,TID,True,0.014249731805195141,0.006914769831299999,5,5,100,94,0.054665,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",4,False
5,iDR,False,0.014249731805195141,0.006914769831299999,5,5,100,91,0.05562,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",4,False
6,iDR,False,0.014249731805195141,0.006914769831299999,5,5,100,88,0.05579,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",4,False
7,iDR,False,0.014249731805195141,0.006914769831299999,5,5,100,90,0.056869,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",4,False
8,iDR,False,0.014249731805195141,0.006914769831299999,5,5,100,92,0.056289,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",4,False
9,iDR,False,0.014249731805195141,0.006914769831299999,5,5,100,93,0.058104,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",4,False
10,iDR,False,0.014249731805195141,0.006914769831299999,5,5,100,85,0.055003,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",4,False
11,iDR,False,0.014249731805195141,0.006914769831299999,5,5,100,86,0.056049,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",4,False
12,iDR,False,0.014249731805195141,0.006914769831299999,5,5,100,85,0.055775,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",4,False
13,iDR,False,0.014249731805195141,0.006914769831299999,5,5,100,82,0.055745,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",4,False
14,iDR,False,0.014249731805195141,0.006914769831299999,5,5,100,84,0.055432,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",4,False
15,iDR,False,0.014249731805195141,0.006914769831299999,5,5,100,90,0.055129,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",4,False
0,TID,True,0.015744046851277546,0.007020599831299999,5,5,100,89,0.063682,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.9587672199999999, 0.01, 0.010031, 0.010031]","[4, 8, 21, 25, 27]",5,False
1,TID,True,0.01494822672807641,0.006931879831299999,5,5,100,86,0.057633,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.010031, 0.010031, 0.01]","[8, 21, 25, 27, 29]",5,False
2,TID,True,0.014886721308837812,0.006914769831299999,5,5,100,90,0.057629,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",5,False
3,iDR,False,0.014886721308837812,0.006914769831299999,5,5,100,88,0.055509,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",5,False
4,TID,True,0.014756026557928726,0.006911247353299998,5,5,100,92,0.056556,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",5,False
5,iDR,False,0.014756026557928726,0.006911247353299998,5,5,100,85,0.05565,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",5,False
6,iDR,False,0.014756026557928726,0.006911247353299998,5,5,100,89,0.058768,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",5,False
7,iDR,False,0.014756026557928726,0.006911247353299998,5,5,100,93,0.056321,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",5,False
8,iDR,False,0.014756026557928726,0.006911247353299998,5,5,100,92,0.055885,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",5,False
9,iDR,False,0.014756026557928726,0.006911247353299998,5,5,100,94,0.054847,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",5,False
10,iDR,False,0.014756026557928726,0.006911247353299998,5,5,100,87,0.056715,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",5,False
11,iDR,False,0.014756026557928726,0.006911247353299998,5,5,100,86,0.055703,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",5,False
12,iDR,False,0.014756026557928726,0.006911247353299998,5,5,100,88,0.055302,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",5,False
13,iDR,False,0.014756026557928726,0.006911247353299998,5,5,100,90,0.05548,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",5,False
14,iDR,False,0.014756026557928726,0.006911247353299998,5,5,100,85,0.057752,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",5,False
15,iDR,False,0.014756026557928726,0.006911247353299998,5,5,100,86,0.054761,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",5,False
0,TID,True,0.016593366189467773,0.007020599831299999,5,5,100,97,0.058674,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.9587672199999999, 0.01, 0.010031, 0.010031]","[4, 8, 21, 25, 27]",6,False
1,TID,True,0.015585216231719077,0.006931879831299999,5,5,100,89,0.060122,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.010031, 0.010031, 0.01]","[8, 21, 25, 27, 29]",6,False
2,TID,True,0.015180686227023838,0.006911247353299998,5,5,100,89,0.063167,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",6,False
3,iDR,False,0.015180686227023838,0.006911247353299998,5,5,100,87,0.057714,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",6,False
4,iDR,False,0.015180686227023838,0.006911247353299998,5,5,100,90,0.055306,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",6,False
5,iDR,False,0.015180686227023838,0.006911247353299998,5,5,100,89,0.065108,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",6,False
6,iDR,False,0.015180686227023838,0.006911247353299998,5,5,100,88,0.073631,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",6,False
7,iDR,False,0.015180686227023838,0.006911247353299998,5,5,100,86,0.054786,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",6,False
8,iDR,False,0.015180686227023838,0.006911247353299998,5,5,100,90,0.057107,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",6,False
9,iDR,False,0.015180686227023838,0.006911247353299998,5,5,100,93,0.056579,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",6,False
10,iDR,False,0.015180686227023838,0.006911247353299998,5,5,100,86,0.061098,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",6,False
11,iDR,False,0.015180686227023838,0.006911247353299998,5,5,100,89,0.059287,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",6,False
12,iDR,False,0.015180686227023838,0.006911247353299998,5,5,100,91,0.057184,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",6,False
13,iDR,False,0.015180686227023838,0.006911247353299998,5,5,100,93,0.057342,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",6,False
0,TID,True,0.017442685527657997,0.007020599831299999,5,5,100,87,0.057732,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.9587672199999999, 0.01, 0.010031, 0.010031]","[4, 8, 21, 25, 27]",7,False
1,TID,True,0.01616070031612315,0.006914769831299999,5,5,100,90,0.056131,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.010031]","[8, 16, 21, 25, 27]",7,False
2,TID,True,0.01560534589611895,0.006911247353299998,5,5,100,89,0.05994,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",7,False
3,iDR,False,0.01560534589611895,0.006911247353299998,5,5,100,89,0.055377,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",7,False
4,iDR,False,0.01560534589611895,0.006911247353299998,5,5,100,87,0.05638,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",7,False
5,iDR,False,0.01560534589611895,0.006911247353299998,5,5,100,95,0.056492,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",7,False
6,iDR,False,0.01560534589611895,0.006911247353299998,5,5,100,88,0.0572,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",7,False
7,iDR,False,0.01560534589611895,0.006911247353299998,5,5,100,91,0.056386,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",7,False
8,iDR,False,0.01560534589611895,0.006911247353299998,5,5,100,89,0.056807,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",7,False
9,iDR,False,0.01560534589611895,0.006911247353299998,5,5,100,90,0.057407,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",7,False
10,iDR,False,0.01560534589611895,0.006911247353299998,5,5,100,88,0.056396,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",7,False
11,iDR,False,0.01560534589611895,0.006911247353299998,5,5,100,88,0.054941,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",7,False
12,iDR,False,0.01560534589611895,0.006911247353299998,5,5,100,92,0.058687,100,100,0.1,0.003,5,15,best,,best,gls,"[0.9587672199999999, 0.01, 0.01, 0.010031, 0.01]","[8, 16, 21, 25, 29]",7,False
