iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,selection_strategy,tag,X,Z,gls_iter,gls_improve
35,idID,True,0.072391,0.006505827972999999,7,7,1000,444,0.187447,100,1000,0.1,0.001,5,15,random,random,gls,"[0.470859, 0.019553, 0.025965, 0.025243, 0.029308, 0.024908, 0.404165]","[4, 12, 14, 15, 18, 23, 27]",0,True
36,iDR,True,0.071945,0.0065097703770000005,7,7,1000,1000,0.223587,100,1000,0.1,0.001,5,15,random,random,gls,"[0.471781, 0.017632, 0.026016, 0.025292, 0.029365, 0.024957, 0.404956]","[4, 12, 14, 15, 18, 23, 27]",0,True
37,TID,True,0.071715,0.006855076358200001,7,7,1000,428,0.166022,100,1000,0.1,0.001,5,15,random,random,gls,"[0.5122766, 0.017632, 0.026016, 0.025292, 0.029365, 0.024957, 0.36446039999999996]","[4, 12, 14, 15, 18, 23, 27]",0,True
38,idID,True,0.071202,0.006862622915999999,7,7,1000,499,0.193618,100,1000,0.1,0.001,5,15,random,random,gls,"[0.513559, 0.017676, 0.026081, 0.025355, 0.029438, 0.022518, 0.365373]","[4, 12, 14, 15, 18, 23, 27]",0,True
39,idID,True,0.070831,0.006879703894999999,7,7,1000,499,0.191881,100,1000,0.1,0.001,5,15,random,random,gls,"[0.514864, 0.017721, 0.026147, 0.022878, 0.029513, 0.022575, 0.366302]","[4, 12, 14, 15, 18, 23, 27]",0,True
40,TID,True,0.070648,0.006875766860799999,7,7,1000,433,0.177844,100,1000,0.1,0.001,5,15,random,random,gls,"[0.514864, 0.017721, 0.0290983, 0.022878, 0.0265617, 0.022575, 0.366302]","[4, 12, 14, 15, 18, 23, 27]",0,True
41,TID,True,0.069994,0.006871047116539999,7,7,1000,425,0.17721,100,1000,0.1,0.001,5,15,random,random,gls,"[0.514864, 0.017721, 0.02618847, 0.022878, 0.0265617, 0.022575, 0.36921183]","[4, 12, 14, 15, 18, 23, 27]",0,True
42,idID,True,0.069574,0.006875274823999999,7,7,1000,467,0.198964,100,1000,0.1,0.001,5,15,random,random,gls,"[0.515778, 0.015977, 0.026235, 0.022919, 0.026609, 0.022615, 0.369867]","[4, 12, 14, 15, 18, 23, 27]",0,True
43,iDR,True,0.069194,0.006879089860999999,7,7,1000,1000,0.228316,100,1000,0.1,0.001,5,15,random,random,gls,"[0.516603, 0.014402, 0.026277, 0.022956, 0.026652, 0.022651, 0.370459]","[4, 12, 14, 15, 18, 23, 27]",0,True
44,idID,True,0.068719,0.006885991368999999,7,7,1000,369,0.173773,100,1000,0.1,0.001,5,15,random,random,gls,"[0.517776, 0.014435, 0.026337, 0.023008, 0.026713, 0.020432, 0.3713]","[4, 12, 14, 15, 18, 23, 27]",0,True
45,TID,True,0.068592,0.006878429485799999,7,7,1000,403,0.166439,100,1000,0.1,0.001,5,15,random,random,gls,"[0.517776, 0.014435, 0.026337, 0.0250512, 0.026713, 0.0183888, 0.3713]","[4, 12, 14, 15, 18, 23, 27]",0,True
46,iDR,True,0.067857,0.0067158749129999995,7,7,1000,1000,0.26559,100,1000,0.1,0.001,5,15,random,random,gls,"[0.499239, 0.013918, 0.025394, 0.024154, 0.025757, 0.01773, 0.393808]","[4, 12, 14, 15, 18, 23, 27]",0,True
47,idID,True,0.067526,0.0067189826570000005,7,7,1000,342,0.183373,100,1000,0.1,0.001,5,15,random,random,gls,"[0.499935, 0.012544, 0.025429, 0.024188, 0.025793, 0.017755, 0.394357]","[4, 12, 14, 15, 18, 23, 27]",0,True
48,iDR,True,0.067225,0.0067217708439999985,7,7,1000,1000,0.232713,100,1000,0.1,0.001,5,15,random,random,gls,"[0.500562, 0.011304, 0.025461, 0.024218, 0.025825, 0.017777, 0.394852]","[4, 12, 14, 15, 18, 23, 27]",0,True
49,iDR,True,0.066371,0.006555255755000001,7,7,1000,1000,0.23264,100,1000,0.1,0.001,5,15,random,random,gls,"[0.481548, 0.010875, 0.024494, 0.023298, 0.024844, 0.017102, 0.417839]","[4, 12, 14, 15, 18, 23, 27]",0,True
50,idID,True,0.06371,0.006577966855999999,6,6,1000,314,0.180732,100,1000,0.1,0.001,5,15,random,random,gls,"[0.486842, 0.024763, 0.023554, 0.025117, 0.01729, 0.422433]","[4, 14, 15, 18, 23, 27]",0,True
51,iDR,True,0.062825,0.006406118226999999,6,6,1000,1000,0.222518,100,1000,0.1,0.001,5,15,random,random,gls,"[0.46711, 0.023759, 0.022599, 0.024099, 0.016589, 0.445843]","[4, 14, 15, 18, 23, 27]",0,True
52,TID,True,0.062269,0.006422523816499999,6,6,1000,429,0.170955,100,1000,0.1,0.001,5,15,random,random,gls,"[0.4694859, 0.0213831, 0.022599, 0.024099, 0.016589, 0.445843]","[4, 14, 15, 18, 23, 27]",0,True
53,iDR,True,0.061905,0.006426813515000001,6,6,1000,1000,0.222639,100,1000,0.1,0.001,5,15,random,random,gls,"[0.470266, 0.021419, 0.022637, 0.024139, 0.014955, 0.446584]","[4, 14, 15, 18, 23, 27]",0,True
54,TID,True,0.061551,0.006437316411500001,6,6,1000,447,0.166384,100,1000,0.1,0.001,5,15,random,random,gls,"[0.4717615, 0.021419, 0.022637, 0.024139, 0.0134595, 0.446584]","[4, 14, 15, 18, 23, 27]",0,True
55,iDR,True,0.060574,0.006262070600999999,6,6,1000,1000,0.220027,100,1000,0.1,0.001,5,15,random,random,gls,"[0.451594, 0.020503, 0.021669, 0.023107, 0.012884, 0.470242]","[4, 14, 15, 18, 23, 27]",0,True
56,idID,True,0.060287,0.006265198923999999,6,6,1000,420,0.181892,100,1000,0.1,0.001,5,15,random,random,gls,"[0.452177, 0.020529, 0.021697, 0.023137, 0.011611, 0.470849]","[4, 14, 15, 18, 23, 27]",0,True
57,TID,True,0.059448,0.005879627596099999,6,6,1000,432,0.175221,100,1000,0.1,0.001,5,15,random,random,gls,"[0.4069593, 0.020529, 0.021697, 0.023137, 0.011611, 0.5160667]","[4, 14, 15, 18, 23, 27]",0,True
58,idID,True,0.058887,0.005880987800000001,6,6,1000,380,0.176135,100,1000,0.1,0.001,5,15,random,random,gls,"[0.407903, 0.020577, 0.021747, 0.020872, 0.011638, 0.517263]","[4, 14, 15, 18, 23, 27]",0,True
59,iDR,True,0.058688,0.006076319853000001,6,6,1000,1000,0.224099,100,1000,0.1,0.001,5,15,random,random,gls,"[0.431108, 0.019771, 0.020895, 0.020054, 0.011182, 0.496991]","[4, 14, 15, 18, 23, 27]",0,True
60,TID,True,0.058509,0.006065986026800001,6,6,1000,449,0.172652,100,1000,0.1,0.001,5,15,random,random,gls,"[0.431108, 0.019771, 0.0229004, 0.018048599999999998, 0.011182, 0.496991]","[4, 14, 15, 18, 23, 27]",0,True
61,iDR,True,0.058123,0.006264317211000001,6,6,1000,1000,0.220686,100,1000,0.1,0.001,5,15,random,random,gls,"[0.454619, 0.018954, 0.021954, 0.017303, 0.01072, 0.47645]","[4, 14, 15, 18, 23, 27]",0,True
62,TID,True,0.057298,0.006294280971,6,6,1000,565,0.183603,100,1000,0.1,0.001,5,15,random,random,gls,"[0.454619, 0.01, 0.018954, 0.021954, 0.017303, 0.47645]","[4, 8, 14, 15, 18, 27]",0,True
63,idID,True,0.056928,0.006300566796999999,6,6,1000,345,0.176274,100,1000,0.1,0.001,5,15,random,random,gls,"[0.455736, 0.010025, 0.019001, 0.022008, 0.015611, 0.47762]","[4, 8, 14, 15, 18, 27]",0,True
64,idID,True,0.055174,0.0062923156800000005,5,5,1000,333,0.178378,100,1000,0.1,0.001,5,15,random,random,gls,"[0.460351, 0.019193, 0.022231, 0.015769, 0.482456]","[4, 14, 15, 18, 27]",0,True
65,idID,True,0.054804,0.006306024851,5,5,1000,487,0.180405,100,1000,0.1,0.001,5,15,random,random,gls,"[0.461377, 0.019236, 0.020052, 0.015804, 0.483531]","[4, 14, 15, 18, 27]",0,True
66,TID,True,0.054355,0.006301353188599999,5,5,1000,470,0.171255,100,1000,0.1,0.001,5,15,random,random,gls,"[0.461377, 0.019236, 0.020052, 0.0142236, 0.48511139999999997]","[4, 14, 15, 18, 27]",0,True
67,TID,True,0.053962,0.00630927715616,5,5,1000,509,0.169205,100,1000,0.1,0.001,5,15,random,random,gls,"[0.46279936, 0.019236, 0.020052, 0.012801239999999998, 0.48511139999999997]","[4, 14, 15, 18, 27]",0,True
68,idID,True,0.053623,0.006321669494,5,5,1000,377,0.178757,100,1000,0.1,0.001,5,15,random,random,gls,"[0.463729, 0.019275, 0.018083, 0.012827, 0.486086]","[4, 14, 15, 18, 27]",0,True
69,TID,True,0.053257,0.0063178778328,5,5,1000,479,0.167581,100,1000,0.1,0.001,5,15,random,random,gls,"[0.463729, 0.019275, 0.018083, 0.0115443, 0.48736870000000004]","[4, 14, 15, 18, 27]",0,True
70,TID,True,0.052935,0.006337270042000001,5,5,1000,488,0.170814,100,1000,0.1,0.001,5,15,random,random,gls,"[0.4655373, 0.019275, 0.0162747, 0.0115443, 0.48736870000000004]","[4, 14, 15, 18, 27]",0,True
71,TID,True,0.052902,0.00675284933249,5,5,1000,505,0.170372,100,1000,0.1,0.001,5,15,random,random,gls,"[0.51427417, 0.019275, 0.0162747, 0.0115443, 0.43863183000000006]","[4, 14, 15, 18, 27]",0,True
72,TID,True,0.052561,0.00674943683741,5,5,1000,483,0.16774,100,1000,0.1,0.001,5,15,random,random,gls,"[0.51427417, 0.019275, 0.0162747, 0.01038987, 0.43978626000000004]","[4, 14, 15, 18, 27]",0,True
73,idID,True,0.052115,0.006754821369000001,5,5,1000,267,0.165502,100,1000,0.1,0.001,5,15,random,random,gls,"[0.515267, 0.017381, 0.016306, 0.01041, 0.440636]","[4, 14, 15, 18, 27]",0,True
74,TID,True,0.051635,0.006746270829000001,5,5,1000,623,0.178072,100,1000,0.1,0.001,5,15,random,random,gls,"[0.515267, 0.017381, 0.016306, 0.01, 0.440636]","[4, 14, 15, 22, 27]",0,True
75,TID,True,0.0512,0.006714580829000001,5,5,1000,632,0.180384,100,1000,0.1,0.001,5,15,random,random,gls,"[0.01, 0.515267, 0.017381, 0.016306, 0.440636]","[2, 4, 14, 15, 27]",0,True
76,idID,True,0.050956,0.006728085635999999,5,5,1000,280,0.170211,100,1000,0.1,0.001,5,15,random,random,gls,"[0.01002, 0.516321, 0.017417, 0.014705, 0.441537]","[2, 4, 14, 15, 27]",0,True
77,iDR,True,0.050546,0.006732916766,5,5,1000,791,0.20347,100,1000,0.1,0.001,5,15,random,random,gls,"[0.010037, 0.517222, 0.015703, 0.014731, 0.442307]","[2, 4, 14, 15, 27]",0,True
78,idID,True,0.050286,0.006742641846,5,5,1000,279,0.183465,100,1000,0.1,0.001,5,15,random,random,gls,"[0.010052, 0.517985, 0.015726, 0.013277, 0.44296]","[2, 4, 14, 15, 27]",0,True
79,idID,True,0.049913,0.006747028362999999,5,5,1000,262,0.166988,100,1000,0.1,0.001,5,15,random,random,gls,"[0.010068, 0.518801, 0.014176, 0.013298, 0.443658]","[2, 4, 14, 15, 27]",0,True
80,TID,True,0.049822,0.006735977246999999,5,5,1000,634,0.175257,100,1000,0.1,0.001,5,15,random,random,gls,"[0.518801, 0.014176, 0.013298, 0.01, 0.443658]","[4, 14, 15, 17, 27]",0,True
81,idID,True,0.049592,0.00674521669,5,5,1000,260,0.163725,100,1000,0.1,0.001,5,15,random,random,gls,"[0.519527, 0.014196, 0.011985, 0.010014, 0.444279]","[4, 14, 15, 17, 27]",0,True
82,idID,True,0.049378,0.006753136537,5,5,1000,256,0.175553,100,1000,0.1,0.001,5,15,random,random,gls,"[0.52015, 0.014213, 0.010799, 0.010026, 0.444812]","[4, 14, 15, 17, 27]",0,True
83,iDR,True,0.049039,0.006757108313999999,5,5,1000,804,0.219572,100,1000,0.1,0.001,5,15,random,random,gls,"[0.52089, 0.01281, 0.010814, 0.01004, 0.445445]","[4, 14, 15, 17, 27]",0,True
84,idID,True,0.048733,0.006760708045000001,5,5,1000,197,0.163061,100,1000,0.1,0.001,5,15,random,random,gls,"[0.521559, 0.011544, 0.010828, 0.010053, 0.446017]","[4, 14, 15, 17, 27]",0,True
85,idID,True,0.048456,0.006763937062,5,5,1000,193,0.199282,100,1000,0.1,0.001,5,15,random,random,gls,"[0.522161, 0.010402, 0.010841, 0.010065, 0.446532]","[4, 14, 15, 17, 27]",0,True
86,TID,True,0.048336,0.006796411581999999,5,5,1000,928,0.20194,100,1000,0.1,0.001,5,15,random,random,gls,"[0.522161, 0.01, 0.010402, 0.010841, 0.446532]","[4, 13, 14, 15, 27]",0,True
87,iDR,True,0.047897,0.0068063990809999995,5,5,1000,582,0.194123,100,1000,0.1,0.001,5,15,random,random,gls,"[0.522404, 0.010005, 0.010846, 0.010005, 0.44674]","[4, 13, 15, 19, 27]",0,True
88,TID,True,0.047735,0.006841110871,5,5,1000,920,0.210143,100,1000,0.1,0.001,5,15,random,random,gls,"[0.522404, 0.01, 0.010846, 0.010005, 0.44674]","[4, 8, 15, 19, 27]",0,True
89,idID,True,0.047617,0.007051728666,5,5,1000,136,0.167262,100,1000,0.1,0.001,5,15,random,random,gls,"[0.546836, 0.010468, 0.011353, 0.010473, 0.42087]","[4, 8, 15, 19, 27]",0,True
90,TID,True,0.046836,0.007022377793,5,5,1000,752,0.195579,100,1000,0.1,0.001,5,15,random,random,gls,"[0.546836, 0.010468, 0.01, 0.011353, 0.42087]","[4, 8, 10, 15, 27]",0,True
91,TID,True,0.046711,0.006967827972999999,5,5,1000,783,0.208749,100,1000,0.1,0.001,5,15,random,random,gls,"[0.546836, 0.01, 0.011353, 0.42087, 0.01]","[4, 10, 15, 27, 29]",0,True
92,iDR,True,0.046444,0.0071782954099999996,5,5,1000,516,0.187037,100,1000,0.1,0.001,5,15,random,random,gls,"[0.571423, 0.01045, 0.011863, 0.395814, 0.01045]","[4, 10, 15, 27, 29]",0,True
93,iDR,True,0.045901,0.007377779974999999,5,5,1000,901,0.223024,100,1000,0.1,0.001,5,15,random,random,gls,"[0.594973, 0.010881, 0.012352, 0.370914, 0.010881]","[4, 10, 15, 27, 29]",0,True
94,iDR,True,0.045185,0.007571906441,5,5,1000,1000,0.226137,100,1000,0.1,0.001,5,15,random,random,gls,"[0.617891, 0.0113, 0.012828, 0.346681, 0.0113]","[4, 10, 15, 27, 29]",0,True
95,iDR,True,0.043796,0.007763537516000001,5,5,1000,1000,0.223539,100,1000,0.1,0.001,5,15,random,random,gls,"[0.640127, 0.010642, 0.012081, 0.326506, 0.010642]","[4, 10, 15, 27, 29]",0,True
96,TID,True,0.043645,0.007765063809999999,5,5,1000,787,0.201939,100,1000,0.1,0.001,5,15,random,random,gls,"[0.640127, 0.012081, 0.326506, 0.010642, 0.01]","[4, 15, 27, 29, 30]",0,True
97,TID,True,0.043597,0.007767768745899999,5,5,1000,781,0.185081,100,1000,0.1,0.001,5,15,random,random,gls,"[0.640127, 0.0108729, 0.326506, 0.010642, 0.0112081]","[4, 15, 27, 29, 30]",0,True
98,iDR,True,0.042638,0.007956336882,5,5,1000,1000,0.219563,100,1000,0.1,0.001,5,15,random,random,gls,"[0.662174, 0.011247, 0.303976, 0.011009, 0.011594]","[4, 15, 27, 29, 30]",0,True
99,idID,True,0.042423,0.007965139690999998,5,5,1000,259,0.176133,100,1000,0.1,0.001,5,15,random,random,gls,"[0.66292, 0.010134, 0.304318, 0.011021, 0.011607]","[4, 15, 27, 29, 30]",0,True
0,idID,True,0.042248,0.007971626374,5,5,1000,192,0.20152,100,1000,0.1,0.001,5,15,random,random,gls,"[0.66369, 0.010146, 0.304672, 0.011034, 0.010458]","[4, 15, 27, 29, 30]",1,False
1,iDR,True,0.041103,0.008148661084,5,5,1000,802,0.208011,100,1000,0.1,0.001,5,15,random,random,gls,"[0.684546, 0.010465, 0.282822, 0.011381, 0.010787]","[4, 15, 27, 29, 30]",1,False
2,iDR,True,0.040848,0.008155663888999999,5,5,1000,912,0.226507,100,1000,0.1,0.001,5,15,random,random,gls,"[0.685325, 0.010477, 0.283144, 0.010255, 0.010799]","[4, 15, 27, 29, 30]",1,False
3,TID,True,0.040287,0.008175116631999999,5,5,1000,931,0.207587,100,1000,0.1,0.001,5,15,random,random,gls,"[0.685325, 0.01, 0.283144, 0.010255, 0.010799]","[4, 10, 27, 29, 30]",1,False
4,idID,True,0.039053,0.008349300092,5,5,1000,138,0.161348,100,1000,0.1,0.001,5,15,random,random,gls,"[0.705641, 0.010296, 0.262384, 0.010559, 0.011119]","[4, 10, 27, 29, 30]",1,False
5,TID,True,0.039004,0.008332176004999999,5,5,1000,798,0.205506,100,1000,0.1,0.001,5,15,random,random,gls,"[0.705641, 0.010296, 0.01, 0.262384, 0.011119]","[4, 10, 17, 27, 30]",1,False
6,iDR,True,0.038874,0.008343480961999999,5,5,1000,596,0.201653,100,1000,0.1,0.001,5,15,random,random,gls,"[0.706823, 0.010313, 0.010017, 0.262823, 0.010024]","[4, 10, 17, 27, 30]",1,False
7,idID,True,0.037509,0.008505574582000002,5,5,1000,137,0.159666,100,1000,0.1,0.001,5,15,random,random,gls,"[0.725901, 0.010591, 0.010287, 0.242925, 0.010295]","[4, 10, 17, 27, 30]",1,False
8,iDR,True,0.0361,0.008659141814000001,5,5,1000,885,0.21689,100,1000,0.1,0.001,5,15,random,random,gls,"[0.743975, 0.010855, 0.010543, 0.224076, 0.010551]","[4, 10, 17, 27, 30]",1,False
9,TID,True,0.035666,0.008726158958000002,5,5,1000,920,0.199125,100,1000,0.1,0.001,5,15,random,random,gls,"[0.743975, 0.01, 0.010855, 0.224076, 0.010551]","[4, 8, 10, 27, 30]",1,False
10,iDR,True,0.034259,0.008877519218000002,5,5,1000,623,0.193698,100,1000,0.1,0.001,5,15,random,random,gls,"[0.761451, 0.010235, 0.01111, 0.206406, 0.010799]","[4, 8, 10, 27, 30]",1,False
11,idID,True,0.032807,0.009015333727,5,5,1000,145,0.1563,100,1000,0.1,0.001,5,15,random,random,gls,"[0.777498, 0.010451, 0.011344, 0.18968, 0.011027]","[4, 8, 10, 27, 30]",1,False
12,idID,True,0.031365,0.009144440363,5,5,1000,202,0.170228,100,1000,0.1,0.001,5,15,random,random,gls,"[0.792531, 0.010653, 0.011563, 0.174013, 0.01124]","[4, 8, 10, 27, 30]",1,False
13,TID,True,0.031145,0.009153977503,5,5,1000,632,0.174634,100,1000,0.1,0.001,5,15,random,random,gls,"[0.793655, 0.010653, 0.011563, 0.174013, 0.010116]","[4, 8, 10, 27, 30]",1,False
14,TID,True,0.030732,0.009136351408,5,5,1000,774,0.193679,100,1000,0.1,0.001,5,15,random,random,gls,"[0.793655, 0.011563, 0.174013, 0.01, 0.010116]","[4, 10, 27, 28, 30]",1,False
