iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z,gls_iter,gls_improve
14,iDR,False,0.008714513737880425,0.010535384683000002,5,5,100,90,0.051569,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01003]","[4, 10, 25, 27, 30]",0,False
15,iDR,False,0.008714513737880425,0.010535384683000002,5,5,100,87,0.05107,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01003]","[4, 10, 25, 27, 30]",0,False
0,TID,True,0.009611142939546282,0.010572624683000001,5,5,100,88,0.053469,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.010073, 0.010073, 0.01, 0.01003]","[4, 25, 27, 28, 30]",1,False
1,iDR,False,0.009611142939546282,0.010572624683000001,5,5,100,89,0.052645,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.010073, 0.010073, 0.01, 0.01003]","[4, 25, 27, 28, 30]",1,False
2,iDR,False,0.009611142939546282,0.010572624683000001,5,5,100,94,0.05381,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.010073, 0.010073, 0.01, 0.01003]","[4, 25, 27, 28, 30]",1,False
3,iDR,False,0.009611142939546282,0.010572624683000001,5,5,100,83,0.0519,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.010073, 0.010073, 0.01, 0.01003]","[4, 25, 27, 28, 30]",1,False
4,iDR,False,0.009611142939546282,0.010572624683000001,5,5,100,91,0.056887,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.010073, 0.010073, 0.01, 0.01003]","[4, 25, 27, 28, 30]",1,False
5,iDR,False,0.009611142939546282,0.010572624683000001,5,5,100,88,0.053389,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.010073, 0.010073, 0.01, 0.01003]","[4, 25, 27, 28, 30]",1,False
6,iDR,False,0.009611142939546282,0.010572624683000001,5,5,100,93,0.055804,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.010073, 0.010073, 0.01, 0.01003]","[4, 25, 27, 28, 30]",1,False
7,iDR,False,0.009611142939546282,0.010572624683000001,5,5,100,93,0.05073,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.010073, 0.010073, 0.01, 0.01003]","[4, 25, 27, 28, 30]",1,False
8,iDR,False,0.009611142939546282,0.010572624683000001,5,5,100,87,0.053142,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.010073, 0.010073, 0.01, 0.01003]","[4, 25, 27, 28, 30]",1,False
9,iDR,False,0.009611142939546282,0.010572624683000001,5,5,100,89,0.051058,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.010073, 0.010073, 0.01, 0.01003]","[4, 25, 27, 28, 30]",1,False
10,iDR,False,0.009611142939546282,0.010572624683000001,5,5,100,90,0.052376,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.010073, 0.010073, 0.01, 0.01003]","[4, 25, 27, 28, 30]",1,False
11,iDR,False,0.009611142939546282,0.010572624683000001,5,5,100,95,0.051669,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.010073, 0.010073, 0.01, 0.01003]","[4, 25, 27, 28, 30]",1,False
0,TID,True,0.010510488776659381,0.010533244683000001,5,5,100,87,0.052605,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01003]","[4, 21, 25, 27, 30]",2,False
1,TID,True,0.010284571635592711,0.010510783283000001,5,5,100,91,0.050792,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.010073]","[4, 15, 21, 25, 27]",2,False
2,TID,True,0.01018529576537271,0.010550163283000001,5,5,100,92,0.052606,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 15, 25, 27, 28]",2,False
3,iDR,False,0.01018529576537271,0.010550163283000001,5,5,100,91,0.050193,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 15, 25, 27, 28]",2,False
4,TID,True,0.010166575148902712,0.010567543283,5,5,100,84,0.049567,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",2,False
5,iDR,False,0.010166575148902712,0.010567543283,5,5,100,92,0.051361,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",2,False
6,iDR,False,0.010166575148902712,0.010567543283,5,5,100,86,0.051467,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",2,False
7,iDR,False,0.010166575148902712,0.010567543283,5,5,100,88,0.050716,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",2,False
8,iDR,False,0.010166575148902712,0.010567543283,5,5,100,85,0.052304,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",2,False
9,iDR,False,0.010166575148902712,0.010567543283,5,5,100,92,0.058412,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",2,False
10,iDR,False,0.010166575148902712,0.010567543283,5,5,100,92,0.0528,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",2,False
11,iDR,False,0.010166575148902712,0.010567543283,5,5,100,88,0.051624,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",2,False
12,iDR,False,0.010166575148902712,0.010567543283,5,5,100,92,0.0558,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",2,False
13,iDR,False,0.010166575148902712,0.010567543283,5,5,100,85,0.051344,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",2,False
14,iDR,False,0.010166575148902712,0.010567543283,5,5,100,89,0.052998,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",2,False
15,iDR,False,0.010166575148902712,0.010567543283,5,5,100,89,0.049511,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",2,False
0,TID,True,0.011146920290493861,0.010533244683000001,5,5,100,92,0.056451,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01003]","[4, 21, 25, 27, 30]",3,False
1,TID,True,0.010761895270968571,0.010510783283000001,5,5,100,94,0.053218,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.010073]","[4, 15, 21, 25, 27]",3,False
2,TID,True,0.01066261940074857,0.010550163283000001,5,5,100,90,0.051561,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 15, 25, 27, 28]",3,False
3,iDR,False,0.01066261940074857,0.010550163283000001,5,5,100,86,0.051301,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 15, 25, 27, 28]",3,False
4,iDR,False,0.01066261940074857,0.010550163283000001,5,5,100,91,0.05284,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 15, 25, 27, 28]",3,False
5,TID,True,0.010643898784278572,0.010567543283,5,5,100,89,0.049712,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",3,False
6,iDR,False,0.010643898784278572,0.010567543283,5,5,100,89,0.050361,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",3,False
7,iDR,False,0.010643898784278572,0.010567543283,5,5,100,83,0.052335,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",3,False
8,iDR,False,0.010643898784278572,0.010567543283,5,5,100,87,0.049919,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",3,False
9,iDR,False,0.010643898784278572,0.010567543283,5,5,100,89,0.054315,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",3,False
10,iDR,False,0.010643898784278572,0.010567543283,5,5,100,87,0.052978,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",3,False
11,iDR,False,0.010643898784278572,0.010567543283,5,5,100,89,0.05108,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",3,False
12,iDR,False,0.010643898784278572,0.010567543283,5,5,100,93,0.051518,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",3,False
13,iDR,False,0.010643898784278572,0.010567543283,5,5,100,89,0.052315,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",3,False
14,iDR,False,0.010643898784278572,0.010567543283,5,5,100,88,0.051137,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",3,False
15,iDR,False,0.010643898784278572,0.010567543283,5,5,100,85,0.050952,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",3,False
16,iDR,False,0.010643898784278572,0.010567543283,5,5,100,91,0.052751,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",3,False
0,TID,True,0.01222854067874047,0.010516206518000002,5,5,100,89,0.055104,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.010895, 0.01, 0.010073, 0.010073]","[4, 10, 16, 25, 27]",4,False
1,TID,True,0.01133111367818305,0.010551573283000002,5,5,100,87,0.054144,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 16, 25, 27, 28]",4,False
2,TID,True,0.01128033029811305,0.010567543283,5,5,100,95,0.05447,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",4,False
3,iDR,False,0.01128033029811305,0.010567543283,5,5,100,84,0.050307,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",4,False
4,iDR,False,0.01128033029811305,0.010567543283,5,5,100,86,0.050948,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",4,False
5,TID,True,0.011227259137986532,0.010545402609,5,5,100,90,0.057488,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",4,False
6,iDR,False,0.011227259137986532,0.010545402609,5,5,100,88,0.053191,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",4,False
7,iDR,False,0.011227259137986532,0.010545402609,5,5,100,86,0.053201,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",4,False
8,iDR,False,0.011227259137986532,0.010545402609,5,5,100,89,0.05507,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",4,False
9,iDR,False,0.011227259137986532,0.010545402609,5,5,100,85,0.051599,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",4,False
10,iDR,False,0.011227259137986532,0.010545402609,5,5,100,92,0.059631,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",4,False
11,iDR,False,0.011227259137986532,0.010545402609,5,5,100,92,0.056448,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",4,False
12,iDR,False,0.011227259137986532,0.010545402609,5,5,100,88,0.054704,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",4,False
13,iDR,False,0.011227259137986532,0.010545402609,5,5,100,87,0.057737,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",4,False
14,iDR,False,0.011227259137986532,0.010545402609,5,5,100,91,0.05648,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",4,False
15,iDR,False,0.011227259137986532,0.010545402609,5,5,100,89,0.056795,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",4,False
16,iDR,False,0.011227259137986532,0.010545402609,5,5,100,80,0.066337,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",4,False
0,TID,True,0.012737999075080058,0.010533244683000001,5,5,100,93,0.059556,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01003]","[4, 21, 25, 27, 30]",5,False
1,TID,True,0.01175765393348891,0.010567543283,5,5,100,86,0.052089,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",5,False
2,TID,True,0.011564996665103772,0.010546812609,5,5,100,90,0.056787,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 16, 21, 25, 28]",5,False
3,TID,True,0.011545474894903771,0.010545402609,5,5,100,85,0.055021,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",5,False
4,iDR,False,0.011545474894903771,0.010545402609,5,5,100,90,0.05616,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",5,False
5,iDR,False,0.011545474894903771,0.010545402609,5,5,100,85,0.057919,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",5,False
6,iDR,False,0.011545474894903771,0.010545402609,5,5,100,92,0.060138,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",5,False
7,iDR,False,0.011545474894903771,0.010545402609,5,5,100,87,0.055883,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",5,False
8,iDR,False,0.011545474894903771,0.010545402609,5,5,100,90,0.055141,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",5,False
9,iDR,False,0.011545474894903771,0.010545402609,5,5,100,89,0.05248,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",5,False
10,iDR,False,0.011545474894903771,0.010545402609,5,5,100,90,0.054121,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",5,False
11,iDR,False,0.011545474894903771,0.010545402609,5,5,100,88,0.056333,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",5,False
12,iDR,False,0.011545474894903771,0.010545402609,5,5,100,82,0.05498,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",5,False
13,iDR,False,0.011545474894903771,0.010545402609,5,5,100,90,0.058059,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",5,False
14,iDR,False,0.011545474894903771,0.010545402609,5,5,100,92,0.053603,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",5,False
0,TID,True,0.013270624144094537,0.010572624683000001,5,5,100,91,0.052728,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.010073, 0.010073, 0.01, 0.01003]","[4, 25, 27, 28, 30]",6,False
1,TID,True,0.012234977568864769,0.010567543283,5,5,100,93,0.055209,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 21, 25, 27, 28]",6,False
2,TID,True,0.01186369065182101,0.010545402609,5,5,100,94,0.05246,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",6,False
3,iDR,False,0.01186369065182101,0.010545402609,5,5,100,90,0.052188,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",6,False
4,TID,True,0.011752174517210338,0.01049994272,5,5,100,95,0.053061,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]",6,False
5,iDR,False,0.011752174517210338,0.01049994272,5,5,100,90,0.051661,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]",6,False
6,iDR,False,0.011752174517210338,0.01049994272,5,5,100,90,0.052808,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]",6,False
7,iDR,False,0.011752174517210338,0.01049994272,5,5,100,95,0.053173,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]",6,False
8,iDR,False,0.011752174517210338,0.01049994272,5,5,100,86,0.056593,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]",6,False
9,iDR,False,0.011752174517210338,0.01049994272,5,5,100,91,0.054196,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]",6,False
10,iDR,False,0.011752174517210338,0.01049994272,5,5,100,90,0.05796,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]",6,False
11,iDR,False,0.011752174517210338,0.01049994272,5,5,100,87,0.053589,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]",6,False
12,iDR,False,0.011752174517210338,0.01049994272,5,5,100,86,0.054497,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]",6,False
13,iDR,False,0.011752174517210338,0.01049994272,5,5,100,91,0.053338,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]",6,False
14,iDR,False,0.011752174517210338,0.01049994272,5,5,100,91,0.053934,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]",6,False
15,iDR,False,0.011752174517210338,0.01049994272,5,5,100,84,0.054117,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]",6,False
0,TID,True,0.013907055657929015,0.010572624683000001,5,5,100,94,0.054736,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.010073, 0.010073, 0.01, 0.01003]","[4, 25, 27, 28, 30]",7,False
1,TID,True,0.012763084584310629,0.010551573283000002,5,5,100,87,0.052814,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.010073, 0.010073, 0.01]","[4, 16, 25, 27, 28]",7,False
2,TID,True,0.01220142817893825,0.010546812609,5,5,100,92,0.050242,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 16, 21, 25, 28]",7,False
3,TID,True,0.012181906408738251,0.010545402609,5,5,100,96,0.054497,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",7,False
4,iDR,False,0.012181906408738251,0.010545402609,5,5,100,91,0.053165,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",7,False
5,iDR,False,0.012181906408738251,0.010545402609,5,5,100,93,0.053919,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",7,False
6,iDR,False,0.012181906408738251,0.010545402609,5,5,100,86,0.053032,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",7,False
7,iDR,False,0.012181906408738251,0.010545402609,5,5,100,92,0.05285,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.010073, 0.01]","[4, 15, 21, 25, 28]",7,False
8,TID,True,0.011911282395668958,0.01049994272,5,5,100,94,0.054599,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]",7,False
9,iDR,False,0.011911282395668958,0.01049994272,5,5,100,89,0.053826,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]",7,False
10,iDR,False,0.011911282395668958,0.01049994272,5,5,100,86,0.053006,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]",7,False
11,iDR,False,0.011911282395668958,0.01049994272,5,5,100,93,0.056142,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]",7,False
12,iDR,False,0.011911282395668958,0.01049994272,5,5,100,92,0.053166,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]",7,False
13,iDR,False,0.011911282395668958,0.01049994272,5,5,100,86,0.058022,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]",7,False
14,iDR,False,0.011911282395668958,0.01049994272,5,5,100,90,0.052549,100,100,0.1,0.003,5,15,best,,best,gls,"[0.958928, 0.01, 0.01, 0.01, 0.01]","[4, 15, 16, 21, 28]",7,False
