iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,seed,selection_strategy,tag,X,Z,gls_iter,gls_improve
10,iDR,False,0.00895753977542386,0.004810497779320001,5,5,100,90,0.056424,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 16, 25, 27]",1,False
11,iDR,False,0.00895753977542386,0.004810497779320001,5,5,100,92,0.05267,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 16, 25, 27]",1,False
0,TID,True,0.009728002686223527,0.004847277779320001,5,5,100,87,0.054728,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 14, 25, 27]",2,False
1,iDR,False,0.009728002686223527,0.004847277779320001,5,5,100,90,0.05326,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 14, 25, 27]",2,False
2,iDR,False,0.009728002686223527,0.004847277779320001,5,5,100,88,0.051985,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 14, 25, 27]",2,False
3,iDR,False,0.009728002686223527,0.004847277779320001,5,5,100,89,0.052409,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 14, 25, 27]",2,False
4,iDR,False,0.009728002686223527,0.004847277779320001,5,5,100,92,0.052865,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 14, 25, 27]",2,False
5,iDR,False,0.009728002686223527,0.004847277779320001,5,5,100,87,0.051483,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 14, 25, 27]",2,False
6,TID,True,0.009700537079231429,0.004810497779320001,5,5,100,90,0.063951,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 16, 25, 27]",2,False
7,iDR,False,0.009700537079231429,0.004810497779320001,5,5,100,83,0.057693,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 16, 25, 27]",2,False
8,iDR,False,0.009700537079231429,0.004810497779320001,5,5,100,84,0.055332,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 16, 25, 27]",2,False
9,iDR,False,0.009700537079231429,0.004810497779320001,5,5,100,90,0.054662,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 16, 25, 27]",2,False
10,iDR,False,0.009700537079231429,0.004810497779320001,5,5,100,80,0.055279,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 16, 25, 27]",2,False
11,iDR,False,0.009700537079231429,0.004810497779320001,5,5,100,93,0.054389,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 16, 25, 27]",2,False
12,iDR,False,0.009700537079231429,0.004810497779320001,5,5,100,92,0.057016,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 16, 25, 27]",2,False
13,iDR,False,0.009700537079231429,0.004810497779320001,5,5,100,91,0.052316,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 16, 25, 27]",2,False
14,iDR,False,0.009700537079231429,0.004810497779320001,5,5,100,81,0.052955,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 16, 25, 27]",2,False
15,iDR,False,0.009700537079231429,0.004810497779320001,5,5,100,96,0.05472,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 16, 25, 27]",2,False
16,iDR,False,0.009700537079231429,0.004810497779320001,5,5,100,92,0.055436,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 16, 25, 27]",2,False
17,iDR,False,0.009700537079231429,0.004810497779320001,5,5,100,90,0.056669,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 16, 25, 27]",2,False
0,TID,True,0.010818748942746498,0.0048460977793200015,5,5,100,90,0.054786,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 23, 25, 27]",3,False
1,TID,True,0.010443534383039,0.004810497779320001,5,5,100,91,0.053935,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 16, 25, 27]",3,False
2,iDR,False,0.010443534383039,0.004810497779320001,5,5,100,91,0.05643,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 16, 25, 27]",3,False
3,TID,True,0.010348822801306333,0.004826479303320001,5,5,100,85,0.053517,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",3,False
4,iDR,False,0.010348822801306333,0.004826479303320001,5,5,100,97,0.052253,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",3,False
5,iDR,False,0.010348822801306333,0.004826479303320001,5,5,100,91,0.05564,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",3,False
6,iDR,False,0.010348822801306333,0.004826479303320001,5,5,100,89,0.056169,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",3,False
7,iDR,False,0.010348822801306333,0.004826479303320001,5,5,100,91,0.053086,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",3,False
8,iDR,False,0.010348822801306333,0.004826479303320001,5,5,100,93,0.053842,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",3,False
9,iDR,False,0.010348822801306333,0.004826479303320001,5,5,100,89,0.053309,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",3,False
10,iDR,False,0.010348822801306333,0.004826479303320001,5,5,100,92,0.052414,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",3,False
11,iDR,False,0.010348822801306333,0.004826479303320001,5,5,100,88,0.055478,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",3,False
12,iDR,False,0.010348822801306333,0.004826479303320001,5,5,100,87,0.051135,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",3,False
13,iDR,False,0.010348822801306333,0.004826479303320001,5,5,100,89,0.051221,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",3,False
14,iDR,False,0.010348822801306333,0.004826479303320001,5,5,100,93,0.052254,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",3,False
0,TID,True,0.01118653168684657,0.004810497779320001,5,5,100,94,0.056676,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 16, 25, 27]",4,False
1,TID,True,0.010794621183590876,0.004826479303320001,5,5,100,95,0.05514,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",4,False
2,iDR,False,0.010794621183590876,0.004826479303320001,5,5,100,91,0.05565,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",4,False
3,iDR,False,0.010794621183590876,0.004826479303320001,5,5,100,90,0.055481,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",4,False
4,iDR,False,0.010794621183590876,0.004826479303320001,5,5,100,87,0.051648,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",4,False
5,iDR,False,0.010794621183590876,0.004826479303320001,5,5,100,93,0.053811,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",4,False
6,iDR,False,0.010794621183590876,0.004826479303320001,5,5,100,88,0.052614,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",4,False
7,iDR,False,0.010794621183590876,0.004826479303320001,5,5,100,86,0.050669,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",4,False
8,iDR,False,0.010794621183590876,0.004826479303320001,5,5,100,91,0.055899,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",4,False
9,iDR,False,0.010794621183590876,0.004826479303320001,5,5,100,94,0.052387,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",4,False
10,iDR,False,0.010794621183590876,0.004826479303320001,5,5,100,88,0.056894,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",4,False
11,iDR,False,0.010794621183590876,0.004826479303320001,5,5,100,85,0.050915,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",4,False
12,iDR,False,0.010794621183590876,0.004826479303320001,5,5,100,89,0.05185,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",4,False
0,TID,True,0.01192952899065414,0.004810497779320001,5,5,100,94,0.054891,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 16, 25, 27]",5,False
1,TID,True,0.011380399856184217,0.004831769303320001,5,5,100,93,0.052809,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 12, 16, 25]",5,False
2,TID,True,0.011149380368940658,0.004756402012045001,5,5,100,87,0.050644,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010064, 0.01, 0.01, 0.01, 0.9592085650000001]","[8, 12, 14, 16, 25]",5,False
3,TID,True,0.011047218761520785,0.0046862066520450005,5,5,100,92,0.052142,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[12, 14, 15, 16, 25]",5,False
4,iDR,False,0.011047218761520785,0.0046862066520450005,5,5,100,89,0.050039,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[12, 14, 15, 16, 25]",5,False
5,TID,True,0.011011483739700617,0.004793446652045001,5,5,100,91,0.05091,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[4, 12, 14, 16, 25]",5,False
6,iDR,False,0.011011483739700617,0.004793446652045001,5,5,100,89,0.054987,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[4, 12, 14, 16, 25]",5,False
7,iDR,False,0.011011483739700617,0.004793446652045001,5,5,100,94,0.053799,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[4, 12, 14, 16, 25]",5,False
8,iDR,False,0.011011483739700617,0.004793446652045001,5,5,100,86,0.055855,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[4, 12, 14, 16, 25]",5,False
9,iDR,False,0.011011483739700617,0.004793446652045001,5,5,100,93,0.050779,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[4, 12, 14, 16, 25]",5,False
10,iDR,False,0.011011483739700617,0.004793446652045001,5,5,100,91,0.052627,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[4, 12, 14, 16, 25]",5,False
11,iDR,False,0.011011483739700617,0.004793446652045001,5,5,100,92,0.052283,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[4, 12, 14, 16, 25]",5,False
12,iDR,False,0.011011483739700617,0.004793446652045001,5,5,100,94,0.056544,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[4, 12, 14, 16, 25]",5,False
13,iDR,False,0.011011483739700617,0.004793446652045001,5,5,100,87,0.050839,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[4, 12, 14, 16, 25]",5,False
14,iDR,False,0.011011483739700617,0.004793446652045001,5,5,100,90,0.052682,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[4, 12, 14, 16, 25]",5,False
15,iDR,False,0.011011483739700617,0.004793446652045001,5,5,100,86,0.054642,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[4, 12, 14, 16, 25]",5,False
16,iDR,False,0.011011483739700617,0.004793446652045001,5,5,100,89,0.052916,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[4, 12, 14, 16, 25]",5,False
0,TID,True,0.01267252629446171,0.004810497779320001,5,5,100,87,0.053485,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.9592085650000001, 0.010102]","[4, 8, 16, 25, 27]",6,False
1,TID,True,0.011686217948159959,0.004826479303320001,5,5,100,88,0.056081,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",6,False
2,TID,True,0.011411962529379645,0.0047997639433200005,5,5,100,88,0.052567,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.01, 0.01, 0.01, 0.9592085650000001]","[4, 12, 14, 16, 25]",6,False
3,TID,True,0.011217941549172047,0.004708596652045001,5,5,100,91,0.051796,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.9592085650000001, 0.01]","[12, 14, 16, 25, 30]",6,False
4,iDR,False,0.011217941549172047,0.004708596652045001,5,5,100,93,0.052318,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.9592085650000001, 0.01]","[12, 14, 16, 25, 30]",6,False
5,iDR,False,0.011217941549172047,0.004708596652045001,5,5,100,89,0.050915,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.9592085650000001, 0.01]","[12, 14, 16, 25, 30]",6,False
6,TID,True,0.0111958182222823,0.0046862066520450005,5,5,100,93,0.055797,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[12, 14, 15, 16, 25]",6,False
7,iDR,False,0.0111958182222823,0.0046862066520450005,5,5,100,86,0.053244,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[12, 14, 15, 16, 25]",6,False
8,iDR,False,0.0111958182222823,0.0046862066520450005,5,5,100,85,0.056383,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[12, 14, 15, 16, 25]",6,False
9,iDR,False,0.0111958182222823,0.0046862066520450005,5,5,100,85,0.051758,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[12, 14, 15, 16, 25]",6,False
10,iDR,False,0.0111958182222823,0.0046862066520450005,5,5,100,92,0.051162,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[12, 14, 15, 16, 25]",6,False
11,iDR,False,0.0111958182222823,0.0046862066520450005,5,5,100,91,0.049726,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[12, 14, 15, 16, 25]",6,False
12,iDR,False,0.0111958182222823,0.0046862066520450005,5,5,100,88,0.059257,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[12, 14, 15, 16, 25]",6,False
13,iDR,False,0.0111958182222823,0.0046862066520450005,5,5,100,87,0.05344,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[12, 14, 15, 16, 25]",6,False
14,iDR,False,0.0111958182222823,0.0046862066520450005,5,5,100,86,0.051492,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[12, 14, 15, 16, 25]",6,False
15,iDR,False,0.0111958182222823,0.0046862066520450005,5,5,100,85,0.051487,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[12, 14, 15, 16, 25]",6,False
16,iDR,False,0.0111958182222823,0.0046862066520450005,5,5,100,87,0.053579,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[12, 14, 15, 16, 25]",6,False
17,iDR,False,0.0111958182222823,0.0046862066520450005,5,5,100,95,0.052584,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[12, 14, 15, 16, 25]",6,False
0,TID,True,0.01329272870030761,0.004876826945320001,5,5,100,92,0.056694,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.010043, 0.9592085650000001]","[4, 8, 14, 18, 25]",7,False
1,TID,True,0.0121320163304445,0.004826479303320001,5,5,100,93,0.056962,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.010064, 0.01, 0.01, 0.9592085650000001]","[4, 8, 14, 16, 25]",7,False
2,TID,True,0.011709161450902674,0.0047997639433200005,5,5,100,89,0.053732,100,100,0.1,0.003,5,15,best,,best,gls,"[0.010581435, 0.01, 0.01, 0.01, 0.9592085650000001]","[4, 12, 14, 16, 25]",7,False
3,TID,True,0.011344417683043813,0.0046862066520450005,5,5,100,88,0.051583,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[12, 14, 15, 16, 25]",7,False
4,iDR,False,0.011344417683043813,0.0046862066520450005,5,5,100,90,0.050121,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[12, 14, 15, 16, 25]",7,False
5,iDR,False,0.011344417683043813,0.0046862066520450005,5,5,100,92,0.056986,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[12, 14, 15, 16, 25]",7,False
6,iDR,False,0.011344417683043813,0.0046862066520450005,5,5,100,78,0.056803,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[12, 14, 15, 16, 25]",7,False
7,iDR,False,0.011344417683043813,0.0046862066520450005,5,5,100,92,0.059537,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[12, 14, 15, 16, 25]",7,False
8,iDR,False,0.011344417683043813,0.0046862066520450005,5,5,100,94,0.054228,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[12, 14, 15, 16, 25]",7,False
9,iDR,False,0.011344417683043813,0.0046862066520450005,5,5,100,89,0.053741,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[12, 14, 15, 16, 25]",7,False
10,iDR,False,0.011344417683043813,0.0046862066520450005,5,5,100,91,0.051696,100,100,0.1,0.003,5,15,best,,best,gls,"[0.01, 0.01, 0.01, 0.01, 0.9592085650000001]","[12, 14, 15, 16, 25]",7,False
